Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
pornhub.com,180.250406265259,54.682731628418,238,27.341365814209,4280,2711,668970,Latvia,130,5059,7226041,Other
nih.gov,448.375701904297,44.5027351379395,518,22.2513675689697,3186,1800,81225,Latvia,208,3696,4617083,Health and Medical Websites
tiktok.com,121.69623374939,41.8734550476074,685,20.9367275238037,2351,1781,697384,Latvia,343,3818,1800861,Other
steampowered.com,177.186489105225,44.1915988922119,59,22.095799446106,1430,1119,504554,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,109.985113143921,42.0756340026856,7088,21.0378170013428,7265,7256,147,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,645.180702209473,40.8334732055664,75,20.4167366027832,993,762,236314,Latvia,42,458,114120,Health and Medical Websites
blog.google,168.330907821655,44.1248416900635,252,22.0624208450317,4198,1022,310881,Latvia,621,15988,22267769,Other
cnbc.com,384.11545753479,59.1404438018799,265,29.5702219009399,1279,688,2312738,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,182.244300842285,42.5901412963867,84,21.2950706481934,7281,544,818239,Latvia,266,21293,43266062,Other
roblox.com,311.888217926025,42.7844524383545,223,21.3922262191772,2504,1769,98332,Latvia,45,517,187846,Gaming Websites
flashscore.com,143.038749694824,41.4445400238037,79,20.7222700119019,1772,939,442387,Latvia,135,3974,1855695,Other
speedtest.net,176.944732666016,47.1298694610596,197,23.5649347305298,6842,749,198651,Latvia,0,2582,4669517,Other
ssyoutube.com,91.6886329650879,42.1183109283447,138,21.0591554641724,3212,910,30024,Latvia,185,5237,4641151,Other
unsplash.com,171.334505081177,48.2158660888672,65,24.1079330444336,2466,1065,381872,Latvia,51,579,1510139,Other
vocabulary.com,93.93310546875,45.5257892608643,469,22.7628946304321,2444,1756,45283,Latvia,0,446,1494726,Other
mcdonalds.com,308.887481689453,43.2300567626953,115,21.6150283813477,2390,1391,265423,Latvia,0,929,3438097,Other
deepl.com,146.256446838379,42.9039001464844,143,21.4519500732422,1832,1456,228123,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
forbes.com,158.25891494751,41.7876243591309,338,20.8938121795654,1911,1216,595927,Latvia,40,496,63706,Financial Websites
booking.com,166.779041290283,41.5725708007813,309,20.7862854003906,1636,1316,590593,Latvia,41,520,308781,Other
xhamster.com,92.0701026916504,41.7125225067139,411,20.8562612533569,4871,1958,328263,Latvia,169,6806,7332904,Other
xe.com,108.245372772217,42.8285598754883,72,21.4142799377441,1816,1298,434106,Latvia,105,949,400608,Other
coinmarketcap.com,114.172220230103,49.1199493408203,70,24.5599746704102,17736,10835,422617,Latvia,85,5170,4704882,Financial Websites
spanishdict.com,299.34549331665,55.6924343109131,314,27.8462171554565,2492,562,218275,Latvia,42,3201,2859919,Other
goodhousekeeping.com,109.411001205444,41.3262844085693,53,20.6631422042847,1219,637,421090,Latvia,88,945,1589929,Other
dominos.com,155.0133228302,47.393798828125,309,23.6968994140625,3048,555,47710,Latvia,44,1498,4774371,Other
twitch.tv,142.682552337646,41.9561862945557,0,20.9780931472778,2469,1094,214129,Latvia,52,775,1527514,Entertainment Websites
poki.com,88.4885787963867,41.8679714202881,101,20.933985710144,17192,481,279293,Latvia,6615,48489,12458943,Gaming Websites
caranddriver.com,107.048988342285,42.5622463226318,49,21.2811231613159,1217,694,457783,Latvia,106,1020,1589935,Other
github.com,149.241209030151,45.3305244445801,81,22.66526222229,1227,1052,234645,Latvia,41,296,70279,Other
hotels.com,134.482622146606,47.4741458892822,633,23.7370729446411,12936,12045,904629,Latvia,326,1597,158797,Other
globo.com,537.071466445923,50.4162311553955,290,25.2081155776978,16165,3924,1039810,Latvia,42,7007,19704175,Other
theguardian.com,105.656862258911,41.7096614837647,51,20.8548307418823,10890,558,1250066,Latvia,462,16432,3885370,News Websites
wellsfargo.com,169.211149215698,52.1113872528076,75,26.0556936264038,2133,1183,131933,Latvia,0,569,2369161,Other
expedia.com,116.222620010376,41.5966510772705,681,20.7983255386353,9922,2848,1383344,Latvia,43,9112,18538233,Other
realtor.com,624.990701675415,43.3475971221924,631,21.6737985610962,19194,1546,952580,Latvia,323,511506,80448854,Other
crazygames.com,92.0698642730713,41.5232181549072,63,20.7616090774536,10725,786,667558,Latvia,2570,17159,13136053,Gaming Websites
digitaltrends.com,116.563558578491,42.2990322113037,54,21.1495161056519,6535,3879,659076,Latvia,43,10186,10419440,Other
nba.com,408.447504043579,42.5882339477539,798,21.294116973877,4269,1992,488511,Latvia,47,448,192898,Other
nintendo.com,564.14008140564,42.3035621643066,50,21.1517810821533,2623,1434,768578,Latvia,44,554,326883,Gaming Websites
akc.org,158.613920211792,41.9926643371582,58,20.9963321685791,10737,538,599935,Latvia,43,37829,48119824,Other
fast.com,246.071100234985,42.7534580230713,77,21.3767290115356,3364,1695,25627,Latvia,88,3981,13767599,Other
decathlon.com,127.358198165894,45.9234714508057,85,22.9617357254028,6274,1442,1197068,Latvia,42,21170,25290568,Other
stackoverflow.com,156.735897064209,41.3191318511963,168,20.6595659255981,1109,900,175990,Latvia,616,3799,2016187,Other
calculator.net,437.138795852661,50.4069328308106,147,25.2034664154053,2856,2509,11466,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,150.209903717041,43.5459613800049,131,21.7729806900024,2482,1266,1516569,Latvia,42,593,362846,Other
grubhub.com,110.854625701904,42.4489974975586,50,21.2244987487793,991,360,2701,Latvia,40,298,78105,Other
facebook.com,111.698627471924,37.2292995452881,314,18.614649772644,1947,1570,132626,Lithuania,36,4781,27639009,Social Media Sites
amazon.com,507.285833358765,50.2007007598877,239,25.1003503799438,1994,1229,853380,Lithuania,37,333,158204,E-commerce Platforms
imdb.com,489.167451858521,36.5111827850342,1272,18.2555913925171,4125,2305,695637,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,111.871242523193,311.215877532959,75,155.60793876648,2529,745,255296,Lithuania,193,1259,200249,Other
merriam-webster.com,100.122451782227,39.313793182373,63,19.6568965911865,2655,565,266181,Lithuania,115,11139,11017170,Educational Websites
pinterest.com,113.182306289673,35.6137752532959,295,17.806887626648,1048,1043,261156,Lithuania,65,681,62207,Social Media Sites
yelp.com,135.297298431396,36.0760688781738,999,18.0380344390869,3392,3271,112026,Lithuania,0,266,305220,Other
wiktionary.org,132.575273513794,36.0939502716064,95,18.0469751358032,499,498,61262,Lithuania,38,244,49888,Other
dictionary.com,180.236101150513,36.4022254943848,55,18.2011127471924,2306,805,206345,Lithuania,77,3920,5209657,Educational Websites
cambridge.org,125.083208084106,36.0805988311768,178,18.0402994155884,1582,891,286057,Lithuania,0,209,293293,Educational Websites
britannica.com,499.677658081055,35.3624820709229,687,17.6812410354614,5620,1255,153421,Lithuania,73,8738,14941037,Educational Websites
weather.com,107.6500415802,43.3781147003174,106,21.6890573501587,1589,756,779250,Lithuania,108,1712,2176718,Other
walmart.com,89.1396999359131,36.7231369018555,243,18.3615684509277,2490,472,183489,Lithuania,0,384,1342248,E-commerce Platforms
espn.com,97.5852012634277,37.2333526611328,416,18.6166763305664,6611,2838,1278270,Lithuania,0,2588,12088474,Other
linkedin.com,146.069049835205,43.3251857757568,257,21.6625928878784,1092,589,145328,Lithuania,0,540,3132834,Social Media Sites
espncricinfo.com,862.839937210083,39.7918224334717,64,19.8959112167358,2604,1446,538716,Lithuania,35,1129,1374309,Other
craigslist.org,511.828660964966,72.6263523101807,170,36.3131761550903,3592,1469,51071,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,204.052925109863,39.231538772583,132,19.6157693862915,1662,1074,208043,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,135.340213775635,36.1461639404297,62,18.0730819702148,1379,874,64256,Lithuania,0,454,1510139,Other
mayoclinic.org,545.748949050903,37.2679233551025,205,18.6339616775513,7203,1017,557843,Lithuania,137,5273,12000442,Health and Medical Websites
cricbuzz.com,396.363496780396,36.5042686462402,61,18.2521343231201,2178,317,137470,Lithuania,128,5294,13912405,Other
timeanddate.com,335.310697555542,36.80419921875,120,18.402099609375,1885,623,67957,Lithuania,51,2276,2405690,Other
webmd.com,446.552753448486,37.9993915557861,211,18.9996957778931,2018,1112,292661,Lithuania,74,758,370562,Health and Medical Websites
thesaurus.com,176.496982574463,35.9954833984375,52,17.9977416992188,1904,744,203224,Lithuania,308,4147,5381873,Other
whatsapp.com,190.729141235352,47.4648475646973,637,23.7324237823486,1867,1588,279515,Lithuania,115,1464,7827227,Other
rottentomatoes.com,124.97615814209,36.7579460144043,77,18.3789730072021,3588,2054,394234,Lithuania,73,3510,1753153,Entertainment Websites
bbc.com,117.696046829224,37.3513698577881,59,18.675684928894,2037,1206,230178,Lithuania,116,730,140023,News Websites
bestbuy.com,114.599943161011,37.7473831176758,57,18.8736915588379,274,273,221,Lithuania,50,210,24976,E-commerce Platforms
healthline.com,98.3412265777588,36.3988876342773,663,18.1994438171387,2995,1222,187657,Lithuania,39,504,282300,Health and Medical Websites
netflix.com,456.959247589111,36.7233753204346,902,18.3616876602173,4762,3887,482229,Lithuania,73,2834,4893838,Entertainment Websites
indeed.com,78.6316394805908,38.2814407348633,218,19.1407203674316,4409,1163,219305,Lithuania,180,4890,8150126,Other
thefreedictionary.com,451.965808868408,54.6889305114746,177,27.3444652557373,5530,1086,192182,Lithuania,0,8884,11313678,Educational Websites
xvideos.com,214.375257492065,46.7722415924072,204,23.3861207962036,2069,1452,133338,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
livescore.com,131.33692741394,38.8190746307373,60,19.4095373153687,1698,718,221691,Lithuania,0,489,1056096,Other
ebay.com,454.978466033936,36.5035533905029,366,18.2517766952515,2156,1125,314116,Lithuania,0,131,341434,E-commerce Platforms
pornhub.com,140.69390296936,36.3094806671143,350,18.1547403335571,3218,1267,672077,Lithuania,0,1839,5681846,Other
ytmp3.cc,693.195343017578,64.5174980163574,388,32.2587490081787,5359,4114,165109,Lithuania,58,3358,7766136,Other
tiktok.com,96.6382026672363,36.9167327880859,1656,18.458366394043,3845,2511,741819,Lithuania,152,4220,1950196,Other
steampowered.com,143.169403076172,41.085958480835,71,20.5429792404175,1480,959,508688,Lithuania,0,318,11154,Other
investopedia.com,128.877639770508,40.8759117126465,6244,20.4379558563232,6419,6411,147,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,660.234928131104,39.0863418579102,50,19.5431709289551,787,608,236830,Lithuania,39,233,52858,Health and Medical Websites
blog.google,132.856845855713,38.5122299194336,229,19.2561149597168,2860,1017,310881,Lithuania,852,14154,22267769,Other
cnbc.com,392.570972442627,36.1626148223877,235,18.0813074111938,1204,696,2312312,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,100.94141960144,39.5200252532959,59,19.760012626648,5347,441,823493,Lithuania,382,30680,40620432,Other
flashscore.com,126.395463943481,36.2586975097656,67,18.1293487548828,1046,784,298162,Lithuania,114,711,303189,Other
adobe.com,108.793258666992,54.7659397125244,52,27.3829698562622,1510,971,318072,Lithuania,99,544,220987,Other
speedtest.net,176.868200302124,36.992073059082,198,18.496036529541,2057,788,153512,Lithuania,0,1084,2107865,Other
ssyoutube.com,79.3144702911377,39.3223762512207,117,19.6611881256104,1446,735,30024,Lithuania,111,2026,4641151,Other
unsplash.com,163.624286651611,36.3342761993408,54,18.1671380996704,2336,1001,388540,Lithuania,38,1064,3022046,Other
vocabulary.com,85.6385231018066,38.0690097808838,549,19.0345048904419,2545,1987,44538,Lithuania,0,1884,5978904,Other
mcdonalds.com,331.887006759644,38.8038158416748,66,19.4019079208374,2007,1263,265420,Lithuania,268,2276,3377752,Other
deepl.com,148.380041122437,35.9055995941162,109,17.9527997970581,1383,1060,228039,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,302.072048187256,36.3733768463135,153,18.1866884231567,8253,1476,657483,Lithuania,119,1580,2895112,Financial Websites
forbes.com,197.302103042603,37.0233058929443,56,18.5116529464722,1650,884,596234,Lithuania,50,208,15160,Financial Websites
booking.com,109.513521194458,37.3525619506836,346,18.6762809753418,1606,1446,567999,Lithuania,0,262,305220,Other
xhamster.com,88.5939598083496,37.3103618621826,441,18.6551809310913,3101,1814,328000,Lithuania,0,1592,4499591,Other
xe.com,99.6146202087402,38.0055904388428,58,19.0027952194214,1407,1018,445283,Lithuania,37,555,1602828,Other
coinmarketcap.com,92.4651622772217,36.4906787872314,60,18.2453393936157,1420,1009,274378,Lithuania,88,911,1703678,Financial Websites
spanishdict.com,321.11382484436,38.3844375610352,190,19.1922187805176,1456,413,218646,Lithuania,37,1601,1517591,Other
goodhousekeeping.com,111.26708984375,36.53883934021,57,18.269419670105,1097,610,421742,Lithuania,51,1075,1895149,Other
twitch.tv,124.98950958252,36.4644527435303,0,18.2322263717651,2441,989,211686,Lithuania,37,870,1527514,Entertainment Websites
poki.com,104.214668273926,58.6545467376709,78,29.3272733688354,1490,536,276820,Lithuania,340,2121,802372,Gaming Websites
caranddriver.com,119.165897369385,36.4155769348145,61,18.2077884674072,1154,733,457783,Lithuania,83,827,1589935,Other
github.com,134.202003479004,36.3390445709229,68,18.1695222854614,1163,1004,234633,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
hotels.com,133.747339248657,37.3263359069824,485,18.6631679534912,3024,2261,900674,Lithuania,217,1621,269306,Other
globo.com,557.923078536987,37.0721817016602,297,18.5360908508301,13119,4876,1043038,Lithuania,35,8554,18803577,Other
theguardian.com,109.050512313843,36.9772911071777,59,18.4886455535889,1523,476,1239309,Lithuania,3173,20435,3644800,News Websites
wellsfargo.com,96.238374710083,46.3943481445313,40,23.1971740722656,1575,890,131764,Lithuania,0,905,2369161,Other
expedia.com,149.369955062866,35.6607437133789,1545,17.8303718566895,8846,3305,1403816,Lithuania,47,5071,14952798,Other
realtor.com,638.559341430664,35.888671875,609,17.9443359375,19422,1339,952876,Lithuania,75,36238,40016537,Other
crazygames.com,82.2508335113525,37.8522872924805,53,18.9261436462402,2832,755,667181,Lithuania,306,2835,4294900,Gaming Websites
digitaltrends.com,134.515523910522,38.1896495819092,1124,19.0948247909546,5725,1929,659162,Lithuania,113,8749,18099170,Other
nba.com,426.730155944824,36.0076427459717,605,18.0038213729858,11554,1294,647282,Lithuania,3819,9840,5020859,Other
nintendo.com,615.529775619507,37.4686717987061,59,18.734335899353,1445,998,766722,Lithuania,74,835,449103,Gaming Websites
akc.org,196.729421615601,37.3499393463135,56,18.6749696731567,8011,480,600761,Lithuania,0,34500,47416948,Other
fast.com,144.635915756226,37.2111797332764,52,18.6055898666382,1429,1392,25627,Lithuania,40,947,4587843,Other
decathlon.com,84.392786026001,51.0032176971436,44,25.5016088485718,5072,1226,1190177,Lithuania,36,6616,19897861,Other
stackoverflow.com,168.280601501465,36.8387699127197,165,18.4193849563599,1015,869,175999,Lithuania,629,3777,2124247,Other
calculator.net,436.028242111206,36.9083881378174,149,18.4541940689087,1343,903,11466,Lithuania,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,134.577035903931,52.1962642669678,105,26.0981321334839,1652,1038,1102731,Lithuania,50,449,362846,Other
grubhub.com,111.759424209595,37.6303195953369,55,18.8151597976685,970,328,2701,Lithuania,36,280,78105,Other
facebook.com,51.372766494751,18.7020301818848,114,9.35101509094238,1783,1497,132680,Luxembourg,20,8839,49750126,Social Media Sites
amazon.com,343.66774559021,18.9211368560791,252,9.46056842803955,1138,639,202376,Luxembourg,26,285,158204,E-commerce Platforms
imdb.com,359.821796417236,36.7918014526367,1529,18.3959007263184,3481,2371,689698,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,92.1173095703125,24.6913433074951,42,12.3456716537476,1002,428,257260,Luxembourg,144,568,200249,Other
merriam-webster.com,52.7753829956055,19.0017223358154,26,9.50086116790772,4548,389,266486,Luxembourg,79,12785,11289544,Educational Websites
pinterest.com,52.9303550720215,18.4040069580078,227,9.20200347900391,799,792,260591,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,63.9979839324951,40.6785011291504,955,20.3392505645752,2510,2279,110623,Luxembourg,0,1440,369156,Other
dictionary.com,91.3763046264648,18.5160636901855,24,9.25803184509277,1374,456,205916,Luxembourg,19,2166,5498602,Educational Websites
cambridge.org,59.9274635314941,18.8024044036865,164,9.40120220184326,1216,803,285845,Luxembourg,0,118,293293,Educational Websites
britannica.com,386.200189590454,19.3085670471191,544,9.65428352355957,4505,939,153408,Luxembourg,39,4916,15478579,Educational Websites
weather.com,60.0621700286865,18.5656547546387,1097,9.28282737731934,2074,1440,736091,Luxembourg,19,239,768113,Other
espn.com,50.3072738647461,18.6853408813477,337,9.34267044067383,2762,2180,1102597,Luxembourg,0,253,1342251,Other
linkedin.com,85.0837230682373,23.693323135376,207,11.846661567688,343,340,805,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
espncricinfo.com,719.1481590271,18.9006328582764,28,9.45031642913818,1456,973,538488,Luxembourg,38,611,1151973,Other
xnxx.com,85.1750373840332,21.7785835266113,94,10.8892917633057,1203,876,207031,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,82.0810794830322,20.6396579742432,34,10.3198289871216,3102,1033,71381,Luxembourg,0,2408,2566235,Other
mayoclinic.org,434.208154678345,66.4079189300537,201,33.2039594650269,7999,1635,557843,Luxembourg,0,5069,10824854,Health and Medical Websites
cricbuzz.com,416.384935379028,18.9106464385986,86,9.45532321929932,11834,218,140667,Luxembourg,20,51101,33658603,Other
webmd.com,382.535696029663,18.8584327697754,330,9.4292163848877,1285,900,291018,Luxembourg,19,273,357522,Health and Medical Websites
thesaurus.com,79.0891647338867,21.0552215576172,24,10.5276107788086,2408,475,203214,Luxembourg,22,4739,5503647,Other
whatsapp.com,54.5058250427246,19.0544128417969,571,9.52720642089844,1573,1160,279521,Luxembourg,90,3795,15654490,Other
rottentomatoes.com,75.2813816070557,20.2226638793945,33,10.1113319396973,1211,972,337417,Luxembourg,19,235,341071,Entertainment Websites
bestbuy.com,73.3902454376221,19.275426864624,152,9.63771343231201,596,462,6928,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,79.1375637054443,22.6171016693115,188,11.3085508346558,1336,517,160703,Luxembourg,46,490,381574,Health and Medical Websites
indeed.com,68.9356327056885,41.1710739135742,148,20.5855369567871,4019,2144,228576,Luxembourg,88,6430,4079271,Other
thefreedictionary.com,346.619367599487,19.1972255706787,249,9.59861278533936,5796,1757,1422518,Luxembourg,60,6211,10027141,Educational Websites
xvideos.com,90.6882286071777,23.5145092010498,96,11.7572546005249,1798,991,145378,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,58.3090782165527,22.3040580749512,71,11.1520290374756,3670,2519,78859,Luxembourg,19,2990,7613489,Entertainment Websites
livescore.com,58.7167739868164,18.2697772979736,28,9.13488864898682,2482,535,257773,Luxembourg,0,2018,2400273,Other
ebay.com,346.778631210327,21.7125415802002,320,10.8562707901001,1632,869,312059,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
ytmp3.cc,547.133922576904,19.4315910339355,198,9.71579551696777,2800,1474,165109,Luxembourg,18,3717,9108464,Other
nih.gov,367.110729217529,18.6531543731689,122,9.32657718658447,1805,542,81225,Luxembourg,63,3633,7826391,Health and Medical Websites
tiktok.com,51.5115261077881,20.0197696685791,788,10.0098848342896,1829,1531,753037,Luxembourg,58,450,450234,Other
steampowered.com,93.8968658447266,18.9731121063232,18,9.48655605316162,1240,879,508500,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,64.5513534545898,25.4592895507812,6483,12.7296447753906,6607,6599,147,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,534.691095352173,19.1035270690918,35,9.5517635345459,564,516,230427,Luxembourg,19,108,52858,Health and Medical Websites
blog.google,62.3006820678711,19.51003074646,198,9.75501537322998,2710,663,310882,Luxembourg,482,13491,23485402,Other
cnbc.com,296.328067779541,19.6640491485596,124,9.83202457427979,913,518,2312380,Luxembourg,0,220,305220,News Websites
flashscore.com,54.983377456665,18.1536674499512,54,9.07683372497559,1922,1412,442437,Luxembourg,0,2260,2121171,Other
speedtest.net,76.2131214141846,19.686222076416,148,9.84311103820801,1804,441,153617,Luxembourg,21,1756,6344489,Other
ssyoutube.com,41.8546199798584,20.6685066223145,211,10.3342533111572,1836,991,30024,Luxembourg,181,2632,4641151,Other
unsplash.com,109.544515609741,20.7071304321289,29,10.3535652160645,1911,1778,574717,Luxembourg,0,519,1513893,Other
mcdonalds.com,289.862632751465,32.1135520935059,59,16.0567760467529,3038,2230,265421,Luxembourg,27,1867,3170830,Other
deepl.com,139.648675918579,19.3543434143066,154,9.67717170715332,1109,930,228161,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
forbes.com,93.1203365325928,22.1555233001709,26,11.0777616500855,1077,603,595662,Luxembourg,38,229,61995,Financial Websites
booking.com,118.571996688843,41.1555767059326,287,20.5777883529663,1400,1290,568552,Luxembourg,0,260,305220,Other
xhamster.com,45.3684329986572,17.9538726806641,294,8.97693634033203,4183,1450,339428,Luxembourg,0,6224,6019730,Other
coinmarketcap.com,55.1996231079102,31.4736366271973,32,15.7368183135986,1218,724,272216,Luxembourg,22,1227,1754582,Financial Websites
spanishdict.com,249.029159545898,23.867130279541,154,11.9335651397705,5654,348,269010,Luxembourg,234,4164,6002823,Other
goodhousekeeping.com,57.384729385376,21.6026306152344,36,10.8013153076172,1068,577,421037,Luxembourg,17,1049,1589929,Other
dominos.com,50.6758689880371,20.4198360443115,299,10.2099180221558,3028,446,47710,Luxembourg,23,2181,6193075,Other
twitch.tv,92.5953388214111,23.745059967041,0,11.8725299835205,2207,1128,213698,Luxembourg,100,607,1527514,Entertainment Websites
pexels.com,85.7474803924561,38.1839275360107,66,19.0919637680054,1828,808,141281,Luxembourg,228,4065,3991981,Other
poki.com,50.1172542572022,18.9814567565918,50,9.4907283782959,11038,300,279516,Luxembourg,2998,19834,12458943,Gaming Websites
caranddriver.com,55.5634498596191,18.7413692474365,26,9.37068462371826,745,502,457561,Luxembourg,20,1590,2549797,Other
github.com,67.2852993011475,22.9964256286621,27,11.4982128143311,685,653,234631,Luxembourg,18,135,70279,Other
hotels.com,240.611791610718,50.0900745391846,675,25.0450372695923,3288,2690,907082,Luxembourg,0,70,27693,Other
globo.com,514.472961425781,19.4582939147949,259,9.72914695739746,11866,3436,1045512,Luxembourg,19,11337,25137277,Other
theguardian.com,53.2989501953125,19.1621780395508,28,9.58108901977539,10963,360,1256524,Luxembourg,1745,11250,4407010,News Websites
wellsfargo.com,220.686197280884,26.4577865600586,17,13.2288932800293,1578,1123,131922,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
expedia.com,74.535608291626,24.7049331665039,1730,12.352466583252,7749,2904,1488456,Luxembourg,0,12736,22945775,Other
realtor.com,555.65881729126,19.2101001739502,534,9.6050500869751,,1197,954389,Luxembourg,128,149747,81897461,Other
crazygames.com,42.6032543182373,20.7750797271729,45,10.3875398635864,1063,706,597235,Luxembourg,116,9536,8034232,Gaming Websites
digitaltrends.com,54.3184280395508,18.455982208252,857,9.22799110412598,9379,6541,649275,Luxembourg,52,7854,14426148,Other
nba.com,397.273302078247,28.5482406616211,823,14.2741203308105,3612,1914,490807,Luxembourg,87,9422,9128460,Other
nintendo.com,546.633958816528,56.6682815551758,42,28.3341407775879,1602,884,768578,Luxembourg,0,762,395877,Gaming Websites
akc.org,76.8017768859863,19.4575786590576,69,9.72878932952881,7752,375,600762,Luxembourg,0,42378,41250826,Other
stackoverflow.com,73.2970237731934,20.7381248474121,121,10.3690624237061,675,531,175946,Luxembourg,60,787,1912473,Other
calculator.net,334.526062011719,54.1419982910156,132,27.0709991455078,739,568,11466,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,49.9875545501709,20.9355354309082,94,10.4677677154541,1981,857,1508922,Luxembourg,19,572,362846,Other
grubhub.com,63.5998249053955,19.895076751709,26,9.94753837585449,728,235,2701,Luxembourg,21,160,78105,Other
facebook.com,329.051494598389,164.671659469605,433,82.3358297348022,12465,12105,67543,Malaysia,158,76887,37115202,Social Media Sites
amazon.com,1191.86639785767,160.374164581299,434,80.1870822906494,3807,3282,757537,Malaysia,162,1237,158204,E-commerce Platforms
imdb.com,1172.43909835815,161.106109619141,1730,80.5530548095703,6775,4578,705932,Malaysia,164,613,3667,Entertainment Websites
merriam-webster.com,338.444709777832,158.379077911377,236,79.1895389556885,,1724,278748,Malaysia,1945,407514,64059635,Educational Websites
pinterest.com,336.665153503418,159.265041351318,509,79.6325206756592,3053,3047,261361,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,533.904552459717,159.719944000244,1125,79.8599720001221,10936,4885,455553,Malaysia,324,30966,9915731,Other
wiktionary.org,342.993021011353,175.941944122314,321,87.9709720611572,1434,1428,61262,Malaysia,160,949,49888,Other
dictionary.com,542.813777923584,161.37170791626,163,80.6858539581299,,2377,246767,Malaysia,697,237887,46811194,Educational Websites
yahoo.com,747.018098831177,168.164253234863,253,84.0821266174316,,3264,953371,Malaysia,3850,234131,35984296,Other
cambridge.org,545.695066452026,174.551010131836,587,87.275505065918,5778,2956,285856,Malaysia,0,2256,586586,Educational Websites
britannica.com,1169.50988769531,162.948608398438,367,81.4743041992188,,2954,165054,Malaysia,1715,183160,58882697,Educational Websites
weather.com,408.752202987671,158.962726593018,224,79.4813632965088,,2279,921730,Malaysia,643,312536,41049995,Other
walmart.com,393.25475692749,164.028882980347,203,82.0144414901733,20225,408,183509,Malaysia,766,30995,12650503,E-commerce Platforms
linkedin.com,504.277467727661,176.63311958313,439,88.3165597915649,2700,1147,130783,Malaysia,175,1010,58341,Social Media Sites
espncricinfo.com,513.55767250061,161.975860595703,178,80.9879302978516,,3368,533953,Malaysia,357,160788,54067189,Other
