,Unnamed: 0.1,Unnamed: 0_x,Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,IP_x,City_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x,Unnamed: 0_y,Connection Establishment Time_y,RTT_y,Initial Response_y,Latency_y,Page Load Time_y,Dependency Load Time_y,Page Size_y,IP_y,City_y,Without WASM RTT,Without WASM Durations,Without WASM Sizes,Website Type_y,Unnamed: 0,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Website Type
2703,2732,2906,pinterest.com,1169.71588134766,43.4136390686035,316.0,21.7068195343018,1504.0,1498.0,259716.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites,2906,140.250682830811,68.5837268829346,351.0,34.2918634414673,2496.0,2491.0,260231.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Social Media Sites,2906,102.710485458374,57.2373867034912,337.0,28.6186933517456,1391.0,1391.0,263898.0,196.240.54.38,Riga,Social Media Sites
2704,2733,2907,yelp.com,146.040439605713,62.2999668121338,877.0,31.1499834060669,3784.0,3779.0,111579.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2907,149.519205093384,40.8816337585449,898.0,20.4408168792725,3113.0,3064.0,111556.0,185.176.222.202,Riga,0,280,305220,Other,2907,623.116970062256,42.0668125152588,911.0,21.0334062576294,3438.0,3438.0,229907.0,196.240.54.38,Riga,Other
2705,2734,2908,tripadvisor.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other,2908,144.919395446777,41.5909290313721,410.0,20.795464515686,1581.0,881.0,381242.0,185.176.222.202,Riga,0,259,305220,Other,2908,,,,,,,,196.240.54.38,Riga,Other
2708,2737,2911,yahoo.com,4411.60488128662,57.9538345336914,118.0,28.9769172668457,2265.0,2169.0,44961.0,196.240.54.53,Riga,Latvia,70,648,197580,Other,2911,382.117748260498,87.1491432189941,162.0,43.5745716094971,2142.0,1973.0,44961.0,185.176.222.202,Riga,47,353,197580,Other,2911,306.034803390503,41.9008731842041,122.0,20.950436592102,1938.0,1848.0,44961.0,196.240.54.38,Riga,Other
2709,2738,2912,cambridge.org,137.491703033447,41.9392585754395,258.0,20.9696292877197,2483.0,1520.0,286056.0,196.240.54.53,Riga,Latvia,0,1316,586586,Educational Websites,2912,190.905809402466,55.5796623229981,158.0,27.789831161499,2081.0,961.0,286056.0,185.176.222.202,Riga,0,744,586586,Educational Websites,2912,144.211530685425,44.536828994751,184.0,22.2684144973755,1643.0,957.0,319519.0,196.240.54.38,Riga,Educational Websites
2710,2739,2913,britannica.com,461.367130279541,41.9707298278809,269.0,20.9853649139404,5092.0,987.0,153560.0,196.240.54.53,Riga,Latvia,174,7629,7644621,Educational Websites,2913,474.649906158447,41.4483547210693,562.0,20.7241773605347,6590.0,1250.0,152484.0,185.176.222.202,Riga,296,11471,21315148,Educational Websites,2913,446.924686431885,41.7098999023438,564.0,20.8549499511719,3667.0,1117.0,154445.0,196.240.54.38,Riga,Educational Websites
2711,2740,2914,weather.com,134.399175643921,43.0028438568115,1135.0,21.5014219284058,3673.0,1684.0,750573.0,196.240.54.53,Riga,Latvia,43,1437,2884177,Other,2914,112.622499465942,41.23854637146,65.0,20.61927318573,1940.0,883.0,776364.0,185.176.222.202,Riga,86,1293,2172908,Other,2914,162.655830383301,42.747974395752,102.0,21.373987197876,1767.0,738.0,844206.0,196.240.54.38,Riga,Other
2712,2742,2916,walmart.com,152.308225631714,42.2656536102295,107.0,21.1328268051147,7081.0,307.0,183921.0,196.240.54.53,Riga,Latvia,98,4735,9619615,E-commerce Platforms,2916,90.3232097625732,51.4545440673828,188.0,25.7272720336914,5396.0,390.0,183988.0,185.176.222.202,Riga,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms,2916,164.890050888062,57.3844909667969,133.0,28.6922454833984,1077.0,303.0,178174.0,196.240.54.38,Riga,E-commerce Platforms
2713,2743,2917,espn.com,117.552042007446,41.5403842926025,515.0,20.7701921463013,10409.0,2434.0,586789.0,196.240.54.53,Riga,Latvia,0,7640,19907338,Other,2917,102.503538131714,42.6452159881592,517.0,21.3226079940796,8438.0,2652.0,1547654.0,185.176.222.202,Riga,0,3257,10297991,Other,2917,116.037845611572,43.2417392730713,395.0,21.6208696365356,8425.0,2191.0,585277.0,196.240.54.38,Riga,Other
2714,2744,2918,linkedin.com,180.751085281372,44.2545413970947,162.0,22.1272706985474,463.0,462.0,24571.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites,2918,154.022693634033,45.6390380859375,259.0,22.8195190429687,1209.0,522.0,145237.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Social Media Sites,2918,173.387765884399,44.459342956543,339.0,22.2296714782715,1706.0,758.0,136526.0,196.240.54.38,Riga,Social Media Sites
2716,2746,2920,espncricinfo.com,675.938844680786,41.8577194213867,74.0,20.9288597106934,2045.0,1313.0,533760.0,196.240.54.53,Riga,Latvia,42,825,1374309,Other,2920,1209.60736274719,42.1333312988281,59.0,21.0666656494141,8490.0,1242.0,547300.0,185.176.222.202,Riga,408,22458,26856936,Other,2920,661.036252975464,41.4445400238037,111.0,20.7222700119019,2156.0,1403.0,497002.0,196.240.54.38,Riga,Other
2718,2748,2922,xnxx.com,258.212804794312,41.4981842041016,156.0,20.7490921020508,2617.0,1994.0,209152.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2922,216.218948364258,40.9672260284424,161.0,20.4836130142212,1898.0,1286.0,209173.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,2922,246.288776397705,41.7242050170898,148.0,20.8621025085449,2452.0,1733.0,209582.0,196.240.54.38,Riga,Other
2719,2749,2923,gsmarena.com,218.571662902832,43.276309967041,98.0,21.6381549835205,2262.0,1140.0,67238.0,196.240.54.53,Riga,Latvia,0,1252,2566235,Other,2923,152.245044708252,40.9839153289795,67.0,20.4919576644897,2665.0,1223.0,63999.0,185.176.222.202,Riga,0,798,2566235,Other,2923,216.237783432007,46.1742877960205,99.0,23.0871438980103,2055.0,1152.0,64796.0,196.240.54.38,Riga,Other
2720,2750,2924,mayoclinic.org,523.403882980347,42.4306392669678,102.0,21.2153196334839,5684.0,1412.0,557846.0,196.240.54.53,Riga,Latvia,0,4625,10838590,Health and Medical Websites,2924,555.222272872925,55.2999973297119,92.0,27.649998664856,9180.0,1244.0,557848.0,185.176.222.202,Riga,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites,2924,536.856651306152,41.4936542510986,104.0,20.7468271255493,3497.0,1168.0,557805.0,196.240.54.38,Riga,Health and Medical Websites
2721,2751,2925,cricbuzz.com,511.468410491943,48.0823516845703,152.0,24.0411758422852,2508.0,369.0,135418.0,196.240.54.53,Riga,Latvia,122,5179,8848875,Other,2925,441.951274871826,41.5134429931641,100.0,20.756721496582,30855.0,583.0,141980.0,185.176.222.202,Riga,213,29153,31351376,Other,2925,554.786443710327,42.3309803009033,113.0,21.1654901504517,3647.0,285.0,127441.0,196.240.54.38,Riga,Other
2722,2752,2926,timeanddate.com,303.525447845459,40.9705638885498,101.0,20.4852819442749,11295.0,540.0,67879.0,196.240.54.53,Riga,Latvia,341,1601,1377138,Other,2926,332.310199737549,58.08424949646,98.0,29.04212474823,11821.0,698.0,67885.0,185.176.222.202,Riga,82,1867,2450076,Other,2926,293.785810470581,41.3625240325928,89.0,20.6812620162964,1263.0,534.0,68140.0,196.240.54.38,Riga,Other
2723,2753,2927,webmd.com,488.337755203247,54.2614459991455,243.0,27.1307229995728,2022.0,1183.0,285378.0,196.240.54.53,Riga,Latvia,59,862,357522,Health and Medical Websites,2927,443.992614746094,41.5904521942139,99.0,20.7952260971069,2112.0,1193.0,292907.0,185.176.222.202,Riga,85,1440,966290,Health and Medical Websites,2927,465.075731277466,41.9018268585205,312.0,20.9509134292603,1897.0,1069.0,293951.0,196.240.54.38,Riga,Health and Medical Websites
2725,2755,2929,whatsapp.com,118.211030960083,45.3143119812012,906.0,22.6571559906006,2506.0,2280.0,279509.0,196.240.54.53,Riga,Latvia,161,11584,21914479,Other,2929,102.979898452759,41.0087108612061,614.0,20.504355430603,4945.0,4310.0,280028.0,185.176.222.202,Riga,161,15677,25045353,Other,2929,112.284660339355,41.9259071350098,534.0,20.9629535675049,1429.0,1201.0,280171.0,196.240.54.38,Riga,Other
2726,2756,2930,rottentomatoes.com,123.453378677368,42.8276062011719,78.0,21.4138031005859,2515.0,1381.0,394234.0,196.240.54.53,Riga,Latvia,127,1668,348424,Entertainment Websites,2930,145.055532455444,40.5404567718506,80.0,20.2702283859253,4065.0,1115.0,529426.0,185.176.222.202,Riga,45,877,1683322,Entertainment Websites,2930,157.252788543701,41.0103797912598,76.0,20.5051898956299,1641.0,1017.0,362398.0,196.240.54.38,Riga,Entertainment Websites
2727,2757,2931,bbc.com,114.184856414795,43.2860851287842,52.0,21.6430425643921,2590.0,1742.0,216246.0,196.240.54.53,Riga,Latvia,42,801,132399,News Websites,2931,157.985925674438,40.8022403717041,87.0,20.401120185852,2550.0,1515.0,223197.0,185.176.222.202,Riga,124,937,186082,News Websites,2931,148.262739181519,41.2759780883789,98.0,20.6379890441895,2193.0,1381.0,229881.0,196.240.54.38,Riga,News Websites
2728,2758,2932,bestbuy.com,120.165824890137,40.8248901367188,77.0,20.4124450683594,339.0,339.0,221.0,196.240.54.53,Riga,Latvia,72,271,24976,E-commerce Platforms,2932,146.811008453369,44.0680980682373,106.0,22.0340490341187,323.0,323.0,220.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",E-commerce Platforms,2932,148.979187011719,48.2048988342285,93.0,24.1024494171143,299.0,299.0,221.0,196.240.54.38,Riga,E-commerce Platforms
2729,2759,2933,healthline.com,114.795207977295,50.2290725708008,255.0,25.1145362854004,1945.0,1367.0,187638.0,196.240.54.53,Riga,Latvia,166,1578,663874,Health and Medical Websites,2933,104.313611984253,41.2623882293701,695.0,20.6311941146851,5342.0,1355.0,312726.0,185.176.222.202,Riga,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites,2933,119.558811187744,41.8000221252441,705.0,20.9000110626221,2336.0,1295.0,187727.0,196.240.54.38,Riga,Health and Medical Websites
2730,2760,2934,netflix.com,458.445549011231,51.5360832214356,571.0,25.7680416107178,5294.0,3833.0,482266.0,196.240.54.53,Riga,Latvia,90,2073,4897162,Entertainment Websites,2934,469.948053359985,41.4094924926758,583.0,20.7047462463379,8153.0,5829.0,368460.0,185.176.222.202,Riga,94,8077,23228698,Entertainment Websites,2934,451.218128204346,41.7885780334473,404.0,20.8942890167236,3618.0,2827.0,481702.0,196.240.54.38,Riga,Entertainment Websites
2731,2761,2935,indeed.com,119.879484176636,57.0471286773682,276.0,28.5235643386841,3326.0,1564.0,219592.0,196.240.54.53,Riga,Latvia,173,3755,8423067,Other,2935,104.520320892334,41.0315990447998,219.0,20.5157995223999,5180.0,1499.0,219193.0,185.176.222.202,Riga,128,5460,10205873,Other,2935,97.39089012146,41.9538021087647,220.0,20.9769010543823,2434.0,1206.0,222338.0,196.240.54.38,Riga,Other
2732,2762,2936,thefreedictionary.com,449.85842704773,42.2570705413818,144.0,21.1285352706909,6702.0,734.0,192458.0,196.240.54.53,Riga,Latvia,281,7786,17107332,Educational Websites,2936,774.50442314148,52.5381565093994,241.0,26.2690782546997,7809.0,1140.0,191837.0,185.176.222.202,Riga,115,22180,28550365,Educational Websites,2936,374.077320098877,44.7118282318115,309.0,22.3559141159058,3601.0,1563.0,192001.0,196.240.54.38,Riga,Educational Websites
2733,2763,2937,xvideos.com,257.569313049316,41.4142608642578,171.0,20.7071304321289,2714.0,2066.0,132151.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2937,204.327583312988,41.5816307067871,134.0,20.7908153533936,1997.0,1302.0,146049.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,2937,416.826486587524,43.8482761383057,159.0,21.9241380691528,3404.0,2812.0,132651.0,196.240.54.38,Riga,Other
2734,2764,2938,spotify.com,155.453205108643,42.4730777740479,128.0,21.2365388870239,6328.0,1506.0,234645.0,196.240.54.53,Riga,Latvia,140,10429,9726260,Entertainment Websites,2938,138.980627059937,69.3097114562988,121.0,34.6548557281494,5671.0,3313.0,90393.0,185.176.222.202,Riga,191,4853,8527506,Entertainment Websites,2938,219.621896743774,56.8888187408447,150.0,28.4444093704224,2622.0,1588.0,75025.0,196.240.54.38,Riga,Entertainment Websites
2735,2765,2939,livescore.com,165.298223495483,41.3987636566162,88.0,20.6993818283081,1878.0,824.0,250848.0,196.240.54.53,Riga,Latvia,80,1156,2398347,Other,2939,112.214088439941,41.7017936706543,54.0,20.8508968353271,2674.0,688.0,247701.0,185.176.222.202,Riga,94,1711,2447060,Other,2939,145.25318145752,41.9230461120606,56.0,20.9615230560303,1170.0,726.0,221662.0,196.240.54.38,Riga,Other
2736,2766,2940,ebay.com,450.341463088989,81.5072059631348,374.0,40.7536029815674,3078.0,1251.0,313540.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms,2940,416.982412338257,44.7897911071777,313.0,22.3948955535889,2638.0,1647.0,317745.0,185.176.222.202,Riga,99,4103,681459,E-commerce Platforms,2940,441.508293151856,44.8298454284668,365.0,22.4149227142334,3441.0,1936.0,314953.0,196.240.54.38,Riga,E-commerce Platforms
2737,2767,2941,pornhub.com,180.250406265259,54.682731628418,238.0,27.341365814209,4280.0,2711.0,668970.0,196.240.54.53,Riga,Latvia,130,5059,7226041,Other,2941,157.267093658447,82.7147960662842,327.0,41.3573980331421,3044.0,1530.0,682578.0,185.176.222.202,Riga,0,1020,3022046,Other,2941,149.072170257568,43.9894199371338,238.0,21.9947099685669,2521.0,1030.0,666555.0,196.240.54.38,Riga,Other
2739,2769,2944,nih.gov,448.375701904297,44.5027351379395,518.0,22.2513675689697,3186.0,1800.0,81225.0,196.240.54.53,Riga,Latvia,208,3696,4617083,Health and Medical Websites,2944,542.050838470459,41.2752628326416,271.0,20.6376314163208,3444.0,1026.0,81118.0,185.176.222.202,Riga,123,6702,12631945,Health and Medical Websites,2944,508.679866790772,43.8179969787598,403.0,21.9089984893799,2586.0,1162.0,81118.0,196.240.54.38,Riga,Health and Medical Websites
2740,2770,2945,tiktok.com,121.69623374939,41.8734550476074,685.0,20.9367275238037,2351.0,1781.0,697384.0,196.240.54.53,Riga,Latvia,343,3818,1800861,Other,2945,102.175712585449,40.8396720886231,2231.0,20.4198360443115,3673.0,3217.0,749405.0,185.176.222.202,Riga,252,2386,663620,Other,2945,116.996765136719,60.1296424865723,1383.0,30.0648212432861,2925.0,2579.0,731569.0,196.240.54.38,Riga,Other
2741,2771,2946,steampowered.com,177.186489105225,44.1915988922119,59.0,22.095799446106,1430.0,1119.0,504554.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2946,101.594209671021,42.0353412628174,43.0,21.0176706314087,1652.0,1163.0,508392.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,2946,168.311834335327,42.0172214508057,72.0,21.0086107254028,1756.0,1309.0,537745.0,196.240.54.38,Riga,Other
2742,2772,2947,investopedia.com,109.985113143921,42.0756340026856,7088.0,21.0378170013428,7265.0,7256.0,147.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites,2947,149.132966995239,42.0196056365967,6930.0,21.0098028182983,7138.0,7132.0,147.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Financial Websites,2947,110.957384109497,41.4474010467529,7191.0,20.7237005233765,7341.0,7332.0,147.0,196.240.54.38,Riga,Financial Websites
2743,2773,2948,cdc.gov,645.180702209473,40.8334732055664,75.0,20.4167366027832,993.0,762.0,236314.0,196.240.54.53,Riga,Latvia,42,458,114120,Health and Medical Websites,2948,645.262479782105,43.3323383331299,57.0,21.6661691665649,1367.0,809.0,236314.0,185.176.222.202,Riga,51,271,52858,Health and Medical Websites,2948,635.674476623535,41.8984889984131,80.0,20.9492444992065,2008.0,729.0,236759.0,196.240.54.38,Riga,Health and Medical Websites
2745,2775,2950,blog.google,168.330907821655,44.1248416900635,252.0,22.0624208450317,4198.0,1022.0,310881.0,196.240.54.53,Riga,Latvia,621,15988,22267769,Other,2950,110.235214233398,45.8090305328369,251.0,22.9045152664185,8561.0,4863.0,311028.0,185.176.222.202,Riga,551,16584,14015884,Other,2950,169.280529022217,42.8547859191895,221.0,21.4273929595947,2140.0,1009.0,305940.0,196.240.54.38,Riga,Other
2746,2776,2951,cnbc.com,384.11545753479,59.1404438018799,265.0,29.5702219009399,1279.0,688.0,2312738.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites,2951,407.514095306397,44.0833568572998,153.0,22.0416784286499,1425.0,669.0,2301202.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",News Websites,2951,394.11735534668,42.7451133728027,206.0,21.3725566864014,1163.0,636.0,2308865.0,196.240.54.38,Riga,News Websites
2747,2777,2952,indiatimes.com,182.244300842285,42.5901412963867,84.0,21.2950706481934,7281.0,544.0,818239.0,196.240.54.53,Riga,Latvia,266,21293,43266062,Other,2952,105.824708938599,43.3738231658936,324.0,21.6869115829468,12650.0,1529.0,832159.0,185.176.222.202,Riga,280,27760,36666557,Other,2952,189.667463302612,41.2707328796387,85.0,20.6353664398193,3516.0,500.0,811962.0,196.240.54.38,Riga,Other
2748,2778,2953,roblox.com,311.888217926025,42.7844524383545,223.0,21.3922262191772,2504.0,1769.0,98332.0,196.240.54.53,Riga,Latvia,45,517,187846,Gaming Websites,2953,312.409400939941,41.4907932281494,242.0,20.7453966140747,2091.0,1731.0,94219.0,185.176.222.202,Riga,72,528,187846,Gaming Websites,2953,308.483362197876,41.4986610412598,274.0,20.7493305206299,2367.0,1510.0,95598.0,196.240.54.38,Riga,Gaming Websites
2749,2779,2954,flashscore.com,143.038749694824,41.4445400238037,79.0,20.7222700119019,1772.0,939.0,442387.0,196.240.54.53,Riga,Latvia,135,3974,1855695,Other,2954,104.120254516602,49.5185852050781,99.0,24.7592926025391,5899.0,3784.0,553361.0,185.176.222.202,Riga,74,13281,2449511,Other,2954,139.496088027954,43.8535213470459,78.0,21.9267606735229,1149.0,873.0,305657.0,196.240.54.38,Riga,Other
2750,2780,2955,thepiratebay.org,93.4832096099854,41.9714450836182,960.0,20.9857225418091,7144.0,6603.0,4973.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2955,,,,,,,,185.176.222.202,Riga,,,,Other,2955,97.7582931518555,43.4973239898682,905.0,21.7486619949341,2174.0,1943.0,4892.0,196.240.54.38,Riga,Other
2752,2782,2957,speedtest.net,176.944732666016,47.1298694610596,197.0,23.5649347305298,6842.0,749.0,198651.0,196.240.54.53,Riga,Latvia,0,2582,4669517,Other,2957,210.299253463745,41.956901550293,151.0,20.9784507751465,3611.0,841.0,195366.0,185.176.222.202,Riga,140,3262,7747848,Other,2957,156.677961349487,43.8234806060791,225.0,21.9117403030395,2378.0,764.0,153888.0,196.240.54.38,Riga,Other
2753,2783,2958,ssyoutube.com,91.6886329650879,42.1183109283447,138.0,21.0591554641724,3212.0,910.0,30024.0,196.240.54.53,Riga,Latvia,185,5237,4641151,Other,2958,169.268608093262,40.4689311981201,116.0,20.2344655990601,2481.0,862.0,30024.0,185.176.222.202,Riga,86,2366,4641151,Other,2958,89.909553527832,41.8031215667725,157.0,20.9015607833862,1316.0,892.0,30055.0,196.240.54.38,Riga,Other
2754,2784,2959,unsplash.com,171.334505081177,48.2158660888672,65.0,24.1079330444336,2466.0,1065.0,381872.0,196.240.54.53,Riga,Latvia,51,579,1510139,Other,2959,212.031841278076,42.0515537261963,69.0,21.0257768630981,2780.0,1030.0,390497.0,185.176.222.202,Riga,86,2838,8881264,Other,2959,151.755571365356,45.2895164489746,51.0,22.6447582244873,4015.0,937.0,390208.0,196.240.54.38,Riga,Other
2755,2785,2960,lowes.com,,,,,,,,196.240.54.53,Riga,Latvia,,,,Other,2960,,,,,,,,185.176.222.202,Riga,,,,Other,2960,,,,,,,,196.240.54.38,Riga,Other
2756,2786,2961,vocabulary.com,93.93310546875,45.5257892608643,469.0,22.7628946304321,2444.0,1756.0,45283.0,196.240.54.53,Riga,Latvia,0,446,1494726,Other,2961,127.334356307983,58.6481094360352,178.0,29.3240547180176,3625.0,1699.0,45283.0,185.176.222.202,Riga,0,5579,10463082,Other,2961,94.7098731994629,41.8081283569336,468.0,20.9040641784668,2210.0,1716.0,45238.0,196.240.54.38,Riga,Other
2757,2787,2962,mcdonalds.com,308.887481689453,43.2300567626953,115.0,21.6150283813477,2390.0,1391.0,265423.0,196.240.54.53,Riga,Latvia,0,929,3438097,Other,2962,306.463003158569,47.5845336914063,68.0,23.7922668457031,4395.0,3224.0,268663.0,185.176.222.202,Riga,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other,2962,295.394659042358,42.7908897399902,93.0,21.3954448699951,1983.0,1188.0,268668.0,196.240.54.38,Riga,Other
2758,2788,2963,deepl.com,146.256446838379,42.9039001464844,143.0,21.4519500732422,1832.0,1456.0,228123.0,196.240.54.53,Riga,Latvia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other,2963,175.46272277832,45.6037521362305,127.0,22.8018760681152,2020.0,1219.0,231324.0,185.176.222.202,Riga,"No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found","No Without WASM RTT,duration or sizes found",Other,2963,124.233245849609,41.5711402893066,83.0,20.7855701446533,1370.0,937.0,229472.0,196.240.54.38,Riga,Other
2760,2790,2966,forbes.com,158.25891494751,41.7876243591309,338.0,20.8938121795654,1911.0,1216.0,595927.0,196.240.54.53,Riga,Latvia,40,496,63706,Financial Websites,2966,326.202392578125,47.4162101745606,73.0,23.7081050872803,1772.0,916.0,596568.0,185.176.222.202,Riga,82,486,61995,Financial Websites,2966,162.862777709961,42.6702499389648,53.0,21.3351249694824,1745.0,881.0,598294.0,196.240.54.38,Riga,Financial Websites
2761,2791,2967,booking.com,166.779041290283,41.5725708007813,309.0,20.7862854003906,1636.0,1316.0,590593.0,196.240.54.53,Riga,Latvia,41,520,308781,Other,2967,151.414632797241,41.6738986968994,393.0,20.8369493484497,1848.0,1592.0,604259.0,185.176.222.202,Riga,55,711,312434,Other,2967,171.463489532471,42.7217483520508,323.0,21.3608741760254,1315.0,1177.0,581444.0,196.240.54.38,Riga,Other
2762,2792,2968,xhamster.com,92.0701026916504,41.7125225067139,411.0,20.8562612533569,4871.0,1958.0,328263.0,196.240.54.53,Riga,Latvia,169,6806,7332904,Other,2968,134.240388870239,45.907735824585,410.0,22.9538679122925,4604.0,1989.0,332799.0,185.176.222.202,Riga,0,2424,4792030,Other,2968,89.6756649017334,41.5291786193848,356.0,20.7645893096924,3013.0,1713.0,329611.0,196.240.54.38,Riga,Other
2763,2793,2969,xe.com,108.245372772217,42.8285598754883,72.0,21.4142799377441,1816.0,1298.0,434106.0,196.240.54.53,Riga,Latvia,105,949,400608,Other,2969,104.337930679321,41.2912368774414,68.0,20.6456184387207,2845.0,1238.0,445381.0,185.176.222.202,Riga,117,4129,9368964,Other,2969,114.852905273438,41.8007373809814,68.0,20.9003686904907,1317.0,950.0,444997.0,196.240.54.38,Riga,Other
2764,2794,2971,coinmarketcap.com,114.172220230103,49.1199493408203,70.0,24.5599746704102,17736.0,10835.0,422617.0,196.240.54.53,Riga,Latvia,85,5170,4704882,Financial Websites,2971,107.148408889771,42.1321392059326,85.0,21.0660696029663,1826.0,1195.0,274356.0,185.176.222.202,Riga,143,1088,466615,Financial Websites,2971,112.342596054077,41.4371490478516,68.0,20.7185745239258,1592.0,1057.0,271939.0,196.240.54.38,Riga,Financial Websites
2765,2795,2972,spanishdict.com,299.34549331665,55.6924343109131,314.0,27.8462171554565,2492.0,562.0,218275.0,196.240.54.53,Riga,Latvia,42,3201,2859919,Other,2972,629.579067230225,42.4153804779053,190.0,21.2076902389526,2550.0,732.0,218245.0,185.176.222.202,Riga,86,6148,6063641,Other,2972,296.819448471069,42.543888092041,214.0,21.2719440460205,1347.0,446.0,267059.0,196.240.54.38,Riga,Other
2766,2796,2973,goodhousekeeping.com,109.411001205444,41.3262844085693,53.0,20.6631422042847,1219.0,637.0,421090.0,196.240.54.53,Riga,Latvia,88,945,1589929,Other,2973,139.836072921753,40.4307842254639,74.0,20.2153921127319,1204.0,711.0,421400.0,185.176.222.202,Riga,51,292,79790,Other,2973,103.2555103302,43.2283878326416,52.0,21.6141939163208,1064.0,502.0,423191.0,196.240.54.38,Riga,Other
2767,2797,2974,dominos.com,155.0133228302,47.393798828125,309.0,23.6968994140625,3048.0,555.0,47710.0,196.240.54.53,Riga,Latvia,44,1498,4774371,Other,2974,109.483480453491,44.6906089782715,370.0,22.3453044891357,5234.0,550.0,47710.0,185.176.222.202,Riga,50,2547,6267387,Other,2974,160.294055938721,43.6973571777344,296.0,21.8486785888672,3046.0,537.0,47710.0,196.240.54.38,Riga,Other
2768,2798,2975,twitch.tv,142.682552337646,41.9561862945557,0.0,20.9780931472778,2469.0,1094.0,214129.0,196.240.54.53,Riga,Latvia,52,775,1527514,Entertainment Websites,2975,155.45129776001,43.0288314819336,0.0,21.5144157409668,3257.0,1300.0,216152.0,185.176.222.202,Riga,59,1015,1527514,Entertainment Websites,2975,107.03706741333,42.5724983215332,0.0,21.2862491607666,2604.0,1054.0,213305.0,196.240.54.38,Riga,Entertainment Websites
2770,2800,2977,poki.com,88.4885787963867,41.8679714202881,101.0,20.933985710144,17192.0,481.0,279293.0,196.240.54.53,Riga,Latvia,6615,48489,12458943,Gaming Websites,2977,105.657577514648,44.5868968963623,111.0,22.2934484481812,2105.0,482.0,276301.0,185.176.222.202,Riga,1291,9837,2895830,Gaming Websites,2977,90.8763408660889,43.4613227844238,222.0,21.7306613922119,1511.0,490.0,276989.0,196.240.54.38,Riga,Gaming Websites
