,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
589,625,cricbuzz.com,1082.39531517029,225.433588027954,235.0,112.716794013977,9767.0,1208.0,142822.0,193.19.205.204,São Paulo,Brazil,1189,24209,16471418,Other
591,627,webmd.com,1188.65990638733,226.085424423218,950.0,113.042712211609,6741.0,3944.0,293677.0,193.19.205.204,São Paulo,Brazil,227,1249,52302,Health and Medical Websites
593,629,whatsapp.com,460.616588592529,224.817514419556,786.0,112.408757209778,6453.0,4491.0,258744.0,193.19.205.204,São Paulo,Brazil,672,8067,6260037,Other
594,630,rottentomatoes.com,684.287309646606,227.421045303345,251.0,113.710522651672,24544.0,2793.0,541275.0,193.19.205.204,São Paulo,Brazil,684,14624,8086762,Entertainment Websites
595,631,bbc.com,461.32755279541,224.887609481812,236.0,112.443804740906,9830.0,5331.0,214329.0,193.19.205.204,São Paulo,Brazil,224,1800,86340,News Websites
596,632,bestbuy.com,558.260440826416,226.120233535767,457.0,113.060116767883,2690.0,2295.0,6921.0,193.19.205.204,São Paulo,Brazil,226,1038,24976,E-commerce Platforms
597,633,healthline.com,731.575965881348,320.857286453247,495.0,160.428643226624,16621.0,3365.0,359437.0,193.19.205.204,São Paulo,Brazil,672,33534,20160846,Health and Medical Websites
598,634,netflix.com,1201.36952400208,225.095987319946,795.0,112.547993659973,9058.0,6755.0,370155.0,193.19.205.204,São Paulo,Brazil,229,8445,18338419,Entertainment Websites
599,635,indeed.com,461.983919143677,224.688529968262,268.0,112.344264984131,2856.0,2122.0,10593.0,193.19.205.204,São Paulo,Brazil,225,1793,271088,Other
600,636,thefreedictionary.com,1038.66291046143,224.90668296814,539.0,112.45334148407,22546.0,2887.0,191809.0,193.19.205.204,São Paulo,Brazil,915,82606,25189358,Educational Websites
603,639,livescore.com,466.16268157959,313.369035720825,229.0,156.684517860413,10274.0,3920.0,266467.0,193.19.205.204,São Paulo,Brazil,226,4067,2398347,Other
604,640,ebay.com,907.020330429077,224.761724472046,585.0,112.380862236023,7861.0,4193.0,517002.0,193.19.205.204,São Paulo,Brazil,225,1877,339670,E-commerce Platforms
605,641,pornhub.com,571.360588073731,227.962732315063,565.0,113.981366157532,9046.0,3960.0,671171.0,193.19.205.204,São Paulo,Brazil,447,4882,3018505,Other
606,642,ytmp3.cc,1763.68141174316,226.697444915771,591.0,113.348722457886,7447.0,4073.0,164100.0,193.19.205.204,São Paulo,Brazil,480,19234,12589059,Other
607,644,nih.gov,1084.57636833191,224.805593490601,419.0,112.4027967453,5893.0,3101.0,81225.0,193.19.205.204,São Paulo,Brazil,458,11096,6647858,Health and Medical Websites
608,645,tiktok.com,471.62652015686,225.228786468506,1924.0,112.614393234253,8059.0,5462.0,607253.0,193.19.205.204,São Paulo,Brazil,568,5869,755421,Other
609,646,steampowered.com,572.077035903931,224.954605102539,218.0,112.47730255127,5304.0,3115.0,535181.0,193.19.205.204,São Paulo,Brazil,227,2973,1536711,Other
611,648,cdc.gov,1192.43335723877,225.766181945801,280.0,112.8830909729,5966.0,2606.0,236811.0,193.19.205.204,São Paulo,Brazil,449,2541,114120,Health and Medical Websites
612,649,nordstrom.com,1476.09353065491,225.268840789795,497.0,112.634420394897,1873.0,1872.0,215112.0,193.19.205.204,São Paulo,Brazil,224,1734,211163,E-commerce Platforms
613,650,blog.google,587.009191513062,224.846601486206,406.0,112.423300743103,6170.0,3339.0,311339.0,193.19.205.204,São Paulo,Brazil,2498,29706,17656024,Other
614,651,cnbc.com,792.591094970703,229.263782501221,413.0,114.63189125061,3864.0,1774.0,2186916.0,193.19.205.204,São Paulo,Brazil,225,982,16482,News Websites
615,652,indiatimes.com,483.373641967773,225.182056427002,232.0,112.591028213501,16000.0,1947.0,1096710.0,193.19.205.204,São Paulo,Brazil,1135,37917,23176620,Other
620,657,speedtest.net,695.079565048218,225.166082382202,1131.0,112.583041191101,50015.0,3117.0,211200.0,193.19.205.204,São Paulo,Brazil,601,29162,20353902,Other
621,658,ssyoutube.com,462.653398513794,224.440813064575,684.0,112.220406532288,5823.0,3314.0,30024.0,193.19.205.204,São Paulo,Brazil,674,8168,4641151,Other
622,659,unsplash.com,687.249422073364,225.589990615845,254.0,112.794995307922,7389.0,3410.0,382701.0,193.19.205.204,São Paulo,Brazil,224,5741,3144973,Other
624,661,vocabulary.com,465.324640274048,228.915214538574,759.0,114.457607269287,7018.0,4431.0,44883.0,193.19.205.204,São Paulo,Brazil,455,9863,6328584,Other
625,662,mcdonalds.com,789.828777313232,225.938081741333,260.0,112.969040870667,5926.0,3448.0,265412.0,193.19.205.204,São Paulo,Brazil,224,3048,3170830,Other
627,665,bloomberg.com,858.605623245239,228.516817092895,228.0,114.258408546448,4576.0,2341.0,14423.0,193.19.205.204,São Paulo,Brazil,225,2224,963852,Financial Websites
628,666,forbes.com,690.4456615448,227.346181869507,249.0,113.673090934753,40213.0,3489.0,958927.0,193.19.205.204,São Paulo,Brazil,675,205369,42388410,Financial Websites
631,669,xe.com,694.051742553711,244.750261306763,356.0,122.375130653381,5643.0,3500.0,510172.0,193.19.205.204,São Paulo,Brazil,223,10883,7581732,Other
632,671,coinmarketcap.com,478.541135787964,225.992441177368,309.0,112.996220588684,9372.0,3641.0,423044.0,193.19.205.204,São Paulo,Brazil,1347,14169,5129799,Financial Websites
633,672,spanishdict.com,791.256666183472,235.028505325317,805.0,117.514252662659,42812.0,1513.0,284346.0,193.19.205.204,São Paulo,Brazil,680,54113,19257019,Other
634,673,goodhousekeeping.com,466.230154037476,225.716114044189,235.0,112.858057022095,4297.0,2306.0,421838.0,193.19.205.204,São Paulo,Brazil,225,3984,1671691,Other
635,674,dominos.com,461.85040473938,225.934028625488,314.0,112.967014312744,8530.0,4048.0,89005.0,193.19.205.204,São Paulo,Brazil,225,1287,56314,Other
636,675,twitch.tv,461.313247680664,226.397037506104,0.0,113.198518753052,10350.0,3582.0,226839.0,193.19.205.204,São Paulo,Brazil,258,3267,1527514,Entertainment Websites
637,676,pexels.com,471.123456954956,224.977731704712,254.0,112.488865852356,6929.0,2577.0,265570.0,193.19.205.204,São Paulo,Brazil,1356,8240,718530,Other
638,677,poki.com,465.064764022827,228.526592254639,263.0,114.263296127319,3898.0,1555.0,274715.0,193.19.205.204,São Paulo,Brazil,10029,62055,3534304,Gaming Websites
640,679,github.com,467.122554779053,226.551294326782,240.0,113.275647163391,4934.0,3670.0,234528.0,193.19.205.204,São Paulo,Brazil,241,1383,70279,Other
641,680,hotels.com,693.874835968018,228.923320770264,449.0,114.461660385132,1312.0,1306.0,124.0,193.19.205.204,São Paulo,Brazil,225,1226,48110,Other
642,681,globo.com,534.056186676025,227.263689041138,231.0,113.631844520569,14008.0,4079.0,1023550.0,193.19.205.204,São Paulo,Brazil,225,50749,30857255,Other
643,682,theguardian.com,484.344720840454,226.678133010864,233.0,113.339066505432,4978.0,1851.0,1213384.0,193.19.205.204,São Paulo,Brazil,17112,95253,3407842,News Websites
646,686,realtor.com,1411.5834236145,226.802110671997,1280.0,113.401055335999,32129.0,3230.0,954536.0,193.19.205.204,São Paulo,Brazil,224,418331,77998178,Other
647,687,crazygames.com,461.647987365723,225.361347198486,245.0,112.680673599243,9413.0,2812.0,596309.0,193.19.205.204,São Paulo,Brazil,2249,33885,21432076,Gaming Websites
648,688,digitaltrends.com,465.914726257324,224.996089935303,236.0,112.498044967651,33566.0,2633.0,635201.0,193.19.205.204,São Paulo,Brazil,715,102775,31443716,Other
649,689,nba.com,847.597360610962,225.640058517456,2130.0,112.820029258728,14620.0,4797.0,619863.0,193.19.205.204,São Paulo,Brazil,473,12015,664713,Other
650,690,nintendo.com,1302.3407459259,225.46124458313,228.0,112.730622291565,11471.0,2509.0,864812.0,193.19.205.204,São Paulo,Brazil,676,5672,3077065,Gaming Websites
651,691,akc.org,694.746971130371,225.787878036499,239.0,112.89393901825,12947.0,2019.0,601171.0,193.19.205.204,São Paulo,Brazil,463,62966,48162127,Other
652,692,fast.com,889.408588409424,225.238800048828,306.0,112.619400024414,7100.0,3743.0,25705.0,193.19.205.204,São Paulo,Brazil,450,6032,9177408,Other
653,693,decathlon.com,470.117092132568,224.390268325806,235.0,112.195134162903,13584.0,4837.0,1197392.0,193.19.205.204,São Paulo,Brazil,449,32676,25792951,Other
654,695,stackoverflow.com,948.707342147827,237.281084060669,387.0,118.640542030334,3641.0,3141.0,175936.0,193.19.205.204,São Paulo,Brazil,3391,16343,538458,Other
658,700,google.com,120.268106460571,38.0661487579346,150.0,19.0330743789673,2076.0,866.0,195451.0,37.46.117.185,Sofia,Bulgaria,114,2284,9249782,Other
662,704,apple.com,131.15930557251,38.1524562835693,69.0,19.0762281417847,2343.0,669.0,257355.0,37.46.117.185,Sofia,Bulgaria,37,262,86533,Other
663,705,merriam-webster.com,85.0071907043457,37.7206802368164,53.0,18.8603401184082,2610.0,661.0,267433.0,37.46.117.185,Sofia,Bulgaria,37,1057,3056516,Educational Websites
668,710,dictionary.com,198.527812957764,38.7194156646729,63.0,19.3597078323364,1788.0,689.0,206705.0,37.46.117.185,Sofia,Bulgaria,78,950,1822481,Educational Websites
671,713,britannica.com,461.439847946167,48.5751628875732,269.0,24.2875814437866,3907.0,863.0,152535.0,37.46.117.185,Sofia,Bulgaria,76,5586,15560282,Educational Websites
672,714,weather.com,162.571668624878,39.2146110534668,111.0,19.6073055267334,2101.0,745.0,989742.0,37.46.117.185,Sofia,Bulgaria,38,872,2114174,Other
677,719,homedepot.com,84.1338634490967,38.346529006958,66.0,19.173264503479,336.0,336.0,227.0,37.46.117.185,Sofia,Bulgaria,39,260,74651,Other
678,720,espncricinfo.com,777.552127838135,39.905309677124,60.0,19.952654838562,2501.0,1403.0,844463.0,37.46.117.185,Sofia,Bulgaria,82,945,1374306,Other
682,724,mayoclinic.org,534.576416015625,39.1662120819092,166.0,19.5831060409546,6667.0,1114.0,557842.0,37.46.117.185,Sofia,Bulgaria,83,3418,10017631,Health and Medical Websites
685,727,webmd.com,448.926448822022,38.8219356536865,237.0,19.4109678268433,40724.0,1015.0,417417.0,37.46.117.185,Sofia,Bulgaria,37,472,357522,Health and Medical Websites
686,728,thesaurus.com,194.794416427612,43.1475639343262,64.0,21.5737819671631,2100.0,737.0,204020.0,37.46.117.185,Sofia,Bulgaria,44,1035,2871455,Other
687,729,whatsapp.com,84.4640731811523,37.5661849975586,501.0,18.7830924987793,1776.0,1289.0,279494.0,37.46.117.185,Sofia,Bulgaria,148,2864,7825492,Other
688,730,rottentomatoes.com,162.914752960205,38.6862754821777,66.0,19.3431377410889,2394.0,1112.0,394285.0,37.46.117.185,Sofia,Bulgaria,38,451,341071,Entertainment Websites
692,734,netflix.com,286.914825439453,38.0179882049561,380.0,19.008994102478,2783.0,2458.0,355560.0,37.46.117.185,Sofia,Bulgaria,120,7454,46148999,Entertainment Websites
693,735,indeed.com,88.1495475769043,39.2410755157471,49.0,19.6205377578735,613.0,460.0,10593.0,37.46.117.185,Sofia,Bulgaria,40,326,271088,Other
696,738,spotify.com,83.5106372833252,38.2900238037109,104.0,19.1450119018555,2913.0,1736.0,78838.0,37.46.117.185,Sofia,Bulgaria,40,1847,6142569,Entertainment Websites
697,739,livescore.com,102.594614028931,38.1512641906738,41.0,19.0756320953369,1404.0,630.0,251007.0,37.46.117.185,Sofia,Bulgaria,41,1222,2400270,Other
700,742,ytmp3.cc,653.578996658325,38.5363101959229,226.0,19.2681550979614,3237.0,1557.0,164401.0,37.46.117.185,Sofia,Bulgaria,45,2955,9125645,Other
701,744,nih.gov,471.796035766602,38.2955074310303,273.0,19.1477537155151,2568.0,990.0,81225.0,37.46.117.185,Sofia,Bulgaria,160,1747,3328505,Health and Medical Websites
705,748,cdc.gov,652.50825881958,42.5074100494385,66.0,21.2537050247192,1125.0,762.0,236314.0,37.46.117.185,Sofia,Bulgaria,46,237,52858,Health and Medical Websites
707,750,blog.google,123.313665390015,38.7618541717529,243.0,19.3809270858765,3039.0,1173.0,311294.0,37.46.117.185,Sofia,Bulgaria,310,7536,15998069,Other
709,752,indiatimes.com,127.832412719727,38.447380065918,98.0,19.223690032959,7421.0,666.0,820493.0,37.46.117.185,Sofia,Bulgaria,172,9179,15443370,Other
710,753,roblox.com,314.044952392578,38.355827331543,221.0,19.1779136657715,2861.0,1959.0,95598.0,37.46.117.185,Sofia,Bulgaria,37,344,187846,Gaming Websites
711,754,flashscore.com,84.6927165985107,37.8396511077881,75.0,18.919825553894,1204.0,903.0,298162.0,37.46.117.185,Sofia,Bulgaria,114,1148,1815096,Other
714,757,speedtest.net,195.728063583374,37.893533706665,167.0,18.9467668533325,2188.0,728.0,153462.0,37.46.117.185,Sofia,Bulgaria,44,1946,6304274,Other
716,759,unsplash.com,191.043138504028,38.5081768035889,63.0,19.2540884017944,3563.0,1944.0,381077.0,37.46.117.185,Sofia,Bulgaria,39,2714,4364374,Other
717,760,lowes.com,127.223491668701,40.752649307251,87.0,20.3763246536255,372.0,372.0,223.0,37.46.117.185,Sofia,Bulgaria,38,295,158216,Other
721,765,bloomberg.com,320.618629455566,41.1040782928467,64.0,20.5520391464233,1242.0,669.0,14423.0,37.46.117.185,Sofia,Bulgaria,38,538,963852,Financial Websites
722,766,forbes.com,193.345785140991,38.4135246276855,72.0,19.2067623138428,1762.0,954.0,600459.0,37.46.117.185,Sofia,Bulgaria,41,229,46835,Financial Websites
723,767,booking.com,196.982145309448,57.2035312652588,307.0,28.6017656326294,1383.0,1242.0,567337.0,37.46.117.185,Sofia,Bulgaria,37,443,308781,Other
726,771,coinmarketcap.com,82.2088718414307,38.1040573120117,55.0,19.0520286560059,1410.0,955.0,274464.0,37.46.117.185,Sofia,Bulgaria,156,2196,3322563,Financial Websites
727,772,spanishdict.com,315.391302108765,49.5593547821045,579.0,24.7796773910522,3178.0,1091.0,218514.0,37.46.117.185,Sofia,Bulgaria,40,3556,1521148,Other
729,774,dominos.com,166.956901550293,38.4140014648437,334.0,19.2070007324219,2742.0,587.0,47710.0,37.46.117.185,Sofia,Bulgaria,46,1291,4700059,Other
730,775,twitch.tv,131.507396697998,38.616418838501,0.0,19.3082094192505,2330.0,1017.0,212191.0,37.46.117.185,Sofia,Bulgaria,38,203,34498,Entertainment Websites
731,776,pexels.com,85.8225822448731,38.2273197174072,61.0,19.1136598587036,1201.0,980.0,145444.0,37.46.117.185,Sofia,Bulgaria,117,1577,2187568,Other
732,777,poki.com,85.7551097869873,38.0885601043701,281.0,19.0442800521851,1528.0,536.0,276783.0,37.46.117.185,Sofia,Bulgaria,1786,13554,4098841,Gaming Websites
733,778,caranddriver.com,135.333061218262,37.7261638641357,65.0,18.8630819320679,12189.0,10816.0,502181.0,37.46.117.185,Sofia,Bulgaria,912,5304,1556399,Other
735,780,hotels.com,158.401489257813,56.2233924865723,424.0,28.1116962432861,2502.0,1880.0,894959.0,37.46.117.185,Sofia,Bulgaria,39,198,27693,Other
736,781,globo.com,654.151678085327,38.4249687194824,332.0,19.2124843597412,12104.0,3976.0,1180287.0,37.46.117.185,Sofia,Bulgaria,41,3337,12819992,Other
737,782,theguardian.com,137.872219085693,43.691873550415,64.0,21.8459367752075,11841.0,473.0,1251861.0,37.46.117.185,Sofia,Bulgaria,3791,57850,3850933,News Websites
739,785,expedia.com,143.009185791016,41.8970584869385,793.0,20.9485292434692,8741.0,2552.0,1395612.0,37.46.117.185,Sofia,Bulgaria,38,18061,22698313,Other
740,786,realtor.com,631.542205810547,40.776252746582,729.0,20.388126373291,28303.0,1462.0,954245.0,37.46.117.185,Sofia,Bulgaria,301,63569,63912144,Other
741,787,crazygames.com,83.897590637207,38.4883880615234,52.0,19.2441940307617,13121.0,11145.0,666957.0,37.46.117.185,Sofia,Bulgaria,915,15694,10910946,Gaming Websites
742,788,digitaltrends.com,109.827756881714,37.8401279449463,53.0,18.9200639724731,4781.0,594.0,646858.0,37.46.117.185,Sofia,Bulgaria,113,7953,16641080,Other
744,790,nintendo.com,671.305418014526,43.1618690490723,65.0,21.5809345245361,1855.0,1239.0,758599.0,37.46.117.185,Sofia,Bulgaria,102,755,421101,Gaming Websites
746,792,fast.com,246.343612670898,43.8930988311768,83.0,21.9465494155884,3341.0,1477.0,25627.0,37.46.117.185,Sofia,Bulgaria,76,3568,13767599,Other
747,793,decathlon.com,99.5874404907227,40.7330989837647,52.0,20.3665494918823,3731.0,1464.0,1189128.0,37.46.117.185,Sofia,Bulgaria,41,4501,9935715,Other
748,795,stackoverflow.com,199.795484542847,38.8200283050537,169.0,19.4100141525269,1313.0,1199.0,175946.0,37.46.117.185,Sofia,Bulgaria,114,1082,1619967,Other
751,799,grubhub.com,131.867170333862,37.6262664794922,162.0,18.8131332397461,7863.0,761.0,260609.0,37.46.117.185,Sofia,Bulgaria,496,20299,31121289,Other
753,801,facebook.com,237.823486328125,105.994939804077,212.0,52.9974699020386,5426.0,2638.0,67461.0,185.199.101.113,Montréal,Canada,105,5166,18162816,Social Media Sites
754,802,amazon.com,388.525247573853,106.25958442688,270.0,53.1297922134399,2523.0,1940.0,849600.0,185.199.101.113,Montréal,Canada,105,1405,318036,E-commerce Platforms
755,803,imdb.com,378.109455108643,105.960607528687,979.0,52.9803037643433,8723.0,2792.0,840399.0,185.199.101.113,Montréal,Canada,465,12826,272743,Entertainment Websites
757,805,merriam-webster.com,220.24130821228,105.419874191284,146.0,52.7099370956421,3973.0,1173.0,266517.0,185.199.101.113,Montréal,Canada,528,21512,10324877,Educational Websites
759,807,yelp.com,237.122297286987,105.987310409546,656.0,52.993655204773,2180.0,2173.0,108823.0,185.199.101.113,Montréal,Canada,107,1994,1802645,Other
761,809,wiktionary.org,251.311063766479,106.582403182983,159.0,53.2912015914917,1026.0,996.0,61262.0,185.199.101.113,Montréal,Canada,107,661,49888,Other
762,810,dictionary.com,341.107368469238,105.687141418457,108.0,52.8435707092285,12592.0,1408.0,279403.0,185.199.101.113,Montréal,Canada,430,99949,46722285,Educational Websites
763,811,yahoo.com,502.886533737183,105.916023254395,284.0,52.9580116271973,17588.0,2992.0,1067001.0,185.199.101.113,Montréal,Canada,4226,56962,51148743,Other
765,813,britannica.com,366.951704025269,106.512546539307,293.0,53.2562732696533,72258.0,11496.0,265907.0,185.199.101.113,Montréal,Canada,3394,186707,36109599,Educational Websites
766,814,weather.com,380.914449691772,111.186504364014,203.0,55.5932521820068,3586.0,1485.0,885260.0,185.199.101.113,Montréal,Canada,433,4962,2783981,Other
768,816,walmart.com,227.883577346802,106.525421142578,214.0,53.2627105712891,7992.0,745.0,1860520.0,185.199.101.113,Montréal,Canada,640,20349,15185639,E-commerce Platforms
769,817,espn.com,221.349000930786,107.127904891968,164.0,53.5639524459839,17515.0,3229.0,1404990.0,185.199.101.113,Montréal,Canada,210,30153,26102098,Other
770,818,linkedin.com,327.049493789673,105.512142181396,138.0,52.7560710906982,725.0,724.0,805.0,185.199.101.113,Montréal,Canada,105,660,58341,Social Media Sites
772,820,espncricinfo.com,1041.52226448059,106.13226890564,108.0,53.0661344528198,22800.0,2173.0,688094.0,185.199.101.113,Montréal,Canada,423,75105,59567760,Other
775,823,gsmarena.com,430.178642272949,110.17918586731,205.0,55.0895929336548,43192.0,2162.0,94333.0,185.199.101.113,Montréal,Canada,1995,58555,26616414,Other
776,824,mayoclinic.org,456.410646438599,106.560230255127,772.0,53.2801151275635,9987.0,3014.0,557847.0,185.199.101.113,Montréal,Canada,106,8111,10326683,Health and Medical Websites
777,825,cricbuzz.com,776.982307434082,105.566024780273,155.0,52.7830123901367,11125.0,680.0,146599.0,185.199.101.113,Montréal,Canada,534,20686,25426968,Other
778,826,timeanddate.com,247.479438781738,105.55624961853,149.0,52.7781248092651,23733.0,1031.0,71437.0,185.199.101.113,Montréal,Canada,106,23277,15697294,Other
779,827,webmd.com,382.485628128052,111.138105392456,239.0,55.569052696228,27960.0,1977.0,307754.0,185.199.101.113,Montréal,Canada,757,84311,18136739,Health and Medical Websites
780,828,thesaurus.com,328.226566314697,106.515645980835,107.0,53.2578229904175,3951.0,2472.0,206801.0,185.199.101.113,Montréal,Canada,648,10168,6325720,Other
781,829,whatsapp.com,3245.56040763855,107.315063476563,703.0,53.6575317382813,8134.0,2335.0,258745.0,185.199.101.113,Montréal,Canada,423,5337,7825492,Other
782,830,rottentomatoes.com,250.162124633789,106.030225753784,164.0,53.0151128768921,13074.0,5334.0,542139.0,185.199.101.113,Montréal,Canada,319,12656,8717816,Entertainment Websites
783,831,bbc.com,227.552652359009,108.303308486938,114.0,54.1516542434692,4827.0,2950.0,227167.0,185.199.101.113,Montréal,Canada,331,2271,186082,News Websites
784,832,bestbuy.com,243.632793426514,105.914831161499,192.0,52.9574155807495,1576.0,1176.0,6928.0,185.199.101.113,Montréal,Canada,106,540,24976,E-commerce Platforms
785,833,healthline.com,222.083806991577,106.223583221436,397.0,53.1117916107178,12802.0,1599.0,357751.0,185.199.101.113,Montréal,Canada,422,17037,9973559,Health and Medical Websites
786,834,netflix.com,275.390625,106.570959091187,829.0,53.2854795455933,5444.0,3803.0,482354.0,185.199.101.113,Montréal,Canada,319,9919,27815474,Entertainment Websites
787,835,indeed.com,234.918355941772,106.442928314209,172.0,53.2214641571045,5437.0,2667.0,216177.0,185.199.101.113,Montréal,Canada,562,9296,6563154,Other
788,836,thefreedictionary.com,314.341306686401,105.588912963867,222.0,52.7944564819336,27563.0,1337.0,191914.0,185.199.101.113,Montréal,Canada,2295,67613,21764101,Educational Websites
789,837,xvideos.com,581.992149353027,108.162879943848,259.0,54.0814399719238,3016.0,2027.0,1300426.0,185.199.101.113,Montréal,Canada,566,2901,103144,Other
791,839,livescore.com,219.711542129517,108.464002609253,110.0,54.2320013046265,2620.0,1317.0,252796.0,185.199.101.113,Montréal,Canada,106,2095,2447060,Other
792,840,ebay.com,362.89119720459,106.408357620239,338.0,53.2041788101196,3164.0,2113.0,418805.0,185.199.101.113,Montréal,Canada,108,945,339670,E-commerce Platforms
793,841,pornhub.com,262.493371963501,106.642246246338,315.0,53.3211231231689,3499.0,2197.0,663933.0,185.199.101.113,Montréal,Canada,106,2131,1818602,Other
796,845,tiktok.com,222.40161895752,105.509519577026,2096.0,52.7547597885132,5958.0,3929.0,695089.0,185.199.101.113,Montréal,Canada,424,6284,2422336,Other
799,848,cdc.gov,443.853378295898,106.105804443359,146.0,53.0529022216797,1536.0,1426.0,230427.0,185.199.101.113,Montréal,Canada,105,648,52858,Health and Medical Websites
801,850,blog.google,252.675533294678,106.471300125122,183.0,53.235650062561,3776.0,1318.0,311294.0,185.199.101.113,Montréal,Canada,1563,26645,22562772,Other
802,851,cnbc.com,247.729539871216,105.869770050049,174.0,52.9348850250244,2064.0,876.0,2230755.0,185.199.101.113,Montréal,Canada,107,837,34763,News Websites
803,852,indiatimes.com,218.04928779602,107.894897460938,321.0,53.9474487304688,10860.0,1070.0,1089994.0,185.199.101.113,Montréal,Canada,537,26772,26351941,Other
807,856,adobe.com,359.35378074646,106.599807739258,122.0,53.2999038696289,3165.0,1887.0,317327.0,185.199.101.113,Montréal,Canada,414,2366,413933,Other
808,857,speedtest.net,327.462196350098,105.323791503906,455.0,52.6618957519531,20503.0,1459.0,165308.0,185.199.101.113,Montréal,Canada,219,32075,24743649,Other
809,858,ssyoutube.com,263.60011100769,106.274127960205,345.0,53.1370639801025,2925.0,1641.0,30024.0,185.199.101.113,Montréal,Canada,320,4155,4641151,Other
810,859,unsplash.com,326.791524887085,105.491876602173,111.0,52.7459383010864,4161.0,1775.0,382581.0,185.199.101.113,Montréal,Canada,124,2007,1802645,Other
812,861,vocabulary.com,243.413209915161,110.13650894165,192.0,55.0682544708252,3650.0,2040.0,44883.0,185.199.101.113,Montréal,Canada,214,9203,12307488,Other
815,865,bloomberg.com,249.490737915039,105.123996734619,107.0,52.5619983673096,2248.0,1228.0,14423.0,185.199.101.113,Montréal,Canada,107,1117,963852,Financial Websites
816,866,forbes.com,323.141813278198,106.102466583252,110.0,53.051233291626,22065.0,1760.0,963738.0,185.199.101.113,Montréal,Canada,324,60001,36869591,Financial Websites
817,867,booking.com,391.665697097778,105.918407440186,473.0,52.9592037200928,3483.0,1997.0,685396.0,185.199.101.113,Montréal,Canada,218,2354,1806341,Other
819,869,xe.com,219.138622283936,105.66234588623,114.0,52.8311729431152,2911.0,1962.0,457774.0,185.199.101.113,Montréal,Canada,213,4530,4884786,Other
820,871,coinmarketcap.com,226.89962387085,106.262922286987,144.0,53.1314611434937,2947.0,2040.0,275348.0,185.199.101.113,Montréal,Canada,629,5216,922332,Financial Websites
821,872,spanishdict.com,262.730360031128,105.796575546265,189.0,52.8982877731323,35171.0,910.0,283418.0,185.199.101.113,Montréal,Canada,106,31398,25342801,Other
822,873,goodhousekeeping.com,224.124431610107,111.780881881714,107.0,55.8904409408569,2146.0,1227.0,419523.0,185.199.101.113,Montréal,Canada,105,1047,161630,Other
823,874,dominos.com,225.540637969971,105.720043182373,172.0,52.8600215911865,4586.0,2206.0,46958.0,185.199.101.113,Montréal,Canada,214,2517,1833865,Other
824,875,twitch.tv,217.68593788147,106.602430343628,0.0,53.301215171814,3710.0,1957.0,209261.0,185.199.101.113,Montréal,Canada,137,1903,1563728,Entertainment Websites
825,876,pexels.com,223.299264907837,106.114387512207,150.0,53.0571937561035,3496.0,1472.0,145909.0,185.199.101.113,Montréal,Canada,688,4453,718530,Other
826,877,poki.com,222.385406494141,106.668472290039,136.0,53.3342361450195,1950.0,886.0,274778.0,185.199.101.113,Montréal,Canada,2049,16240,2168871,Gaming Websites
827,878,caranddriver.com,218.649625778198,113.407611846924,107.0,56.7038059234619,3270.0,1361.0,456085.0,185.199.101.113,Montréal,Canada,212,6563,5626536,Other
829,880,hotels.com,248.006820678711,107.778787612915,790.0,53.8893938064575,12026.0,3121.0,949734.0,185.199.101.113,Montréal,Canada,221,11948,18057211,Other
830,881,globo.com,512.109994888306,108.415126800537,255.0,54.2075634002686,12076.0,3713.0,1038917.0,185.199.101.113,Montréal,Canada,216,10720,19587224,Other
831,882,theguardian.com,224.536418914795,106.004476547241,114.0,53.0022382736206,12055.0,1034.0,1231572.0,185.199.101.113,Montréal,Canada,9600,84572,3850945,News Websites
832,884,wellsfargo.com,286.283731460571,107.108354568481,100.0,53.5541772842407,2432.0,1526.0,131850.0,185.199.101.113,Montréal,Canada,109,768,113119,Other
833,885,expedia.com,462.397813796997,110.239267349243,914.0,55.1196336746216,16135.0,5040.0,1485600.0,185.199.101.113,Montréal,Canada,247,8804,11845835,Other
834,886,realtor.com,592.137098312378,106.29153251648,470.0,53.1457662582397,21897.0,1565.0,955033.0,185.199.101.113,Montréal,Canada,435,282348,95034758,Other
835,887,crazygames.com,225.832223892212,105.702638626099,139.0,52.8513193130493,5560.0,1599.0,596466.0,185.199.101.113,Montréal,Canada,1166,18927,18166302,Gaming Websites
838,890,nintendo.com,539.728879928589,106.661558151245,107.0,53.3307790756226,2666.0,1615.0,766727.0,185.199.101.113,Montréal,Canada,321,2686,472509,Gaming Websites
839,891,akc.org,340.559959411621,105.833053588867,114.0,52.9165267944336,11305.0,999.0,601029.0,185.199.101.113,Montréal,Canada,212,45403,38002167,Other
840,892,fast.com,553.012847900391,107.710599899292,183.0,53.855299949646,4468.0,2323.0,25754.0,185.199.101.113,Montréal,Canada,213,4743,13767599,Other
841,893,decathlon.com,273.038387298584,108.97421836853,148.0,54.4871091842651,6931.0,2327.0,1198702.0,185.199.101.113,Montréal,Canada,327,17659,25789812,Other
842,895,stackoverflow.com,323.913812637329,105.643272399902,124.0,52.8216361999512,1661.0,1485.0,175952.0,185.199.101.113,Montréal,Canada,3391,19657,2917423,Other
