Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
forbes.com,664.515018463135,181.442260742188,251,90.7211303710938,20607,3117,958946,179.48.248.45,San José,Costa_Rica,356,253061,47162356,Financial Websites
booking.com,681.282758712769,193.940401077271,592,96.9702005386353,9948,3609,707423,179.48.248.45,San José,Costa_Rica,352,8790,8855913,Other
xhamster.com,451.475143432617,177.567958831787,600,88.7839794158936,10505,4261,336275,179.48.248.45,San José,Costa_Rica,364,12781,11225630,Other
xe.com,464.855909347534,187.798976898193,291,93.8994884490967,4954,3267,445463,179.48.248.45,San José,Costa_Rica,355,3855,1895334,Other
friv.com,,,,,,,,179.48.248.45,San José,Costa_Rica,,,,Other
coinmarketcap.com,484.423875808716,177.84595489502,311,88.9229774475098,11053,3370,421451,179.48.248.45,San José,Costa_Rica,365,14671,7450765,Financial Websites
spanishdict.com,500.068187713623,178.146600723267,345,89.0733003616333,30214,1030,330946,179.48.248.45,San José,Costa_Rica,370,137057,20276426,Other
goodhousekeeping.com,448.310852050781,192.366123199463,236,96.1830615997314,3986,2107,422900,179.48.248.45,San José,Costa_Rica,178,2622,243470,Other
dominos.com,463.547229766846,179.258108139038,422,89.629054069519,12742,1269,47710,179.48.248.45,San José,Costa_Rica,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
twitch.tv,464.468002319336,177.701234817505,0,88.8506174087524,20004,13269,226049,179.48.248.45,San José,Costa_Rica,711,4940,1599942,Entertainment Websites
pexels.com,456.528425216675,181.033849716187,253,90.5169248580933,6109,2206,258085,179.48.248.45,San José,Costa_Rica,712,6565,969935,Other
poki.com,493.27826499939,178.539276123047,267,89.2696380615234,6342,2954,275054,179.48.248.45,San José,Costa_Rica,2326,20056,1364831,Gaming Websites
caranddriver.com,445.143699645996,179.211854934692,244,89.6059274673462,3823,2269,455915,179.48.248.45,San José,Costa_Rica,178,1229,79796,Other
github.com,501.224279403687,178.626775741577,256,89.3133878707886,4651,3292,234654,179.48.248.45,San José,Costa_Rica,178,1174,70279,Other
hotels.com,504.321098327637,181.678533554077,794,90.8392667770386,27028,5575,925904,179.48.248.45,San José,Costa_Rica,179,30703,22754861,Other
globo.com,695.046901702881,178.984880447388,336,89.4924402236939,10480,4272,1023750,179.48.248.45,San José,Costa_Rica,394,32787,19963086,Other
theguardian.com,462.433815002441,178.641080856323,321,89.3205404281616,4550,1599,1225749,179.48.248.45,San José,Costa_Rica,7681,43283,1960042,News Websites
usnews.com,,,,,,,,179.48.248.45,San José,Costa_Rica,,,,News Websites
wellsfargo.com,465.85750579834,179.375886917114,218,89.6879434585571,4493,2871,131207,179.48.248.45,San José,Costa_Rica,178,1308,113119,Other
expedia.com,523.59676361084,178.947687149048,684,89.4738435745239,20905,3602,1488527,179.48.248.45,San José,Costa_Rica,539,53765,31446567,Other
realtor.com,958.534717559814,181.702852249146,649,90.8514261245728,23385,2314,954743,179.48.248.45,San José,Costa_Rica,589,622412,65210686,Other
crazygames.com,1041.4891242981,740.548610687256,520,370.274305343628,24705,7460,596640,179.48.248.45,San José,Costa_Rica,1744,158465,19602482,Gaming Websites
digitaltrends.com,494.575023651123,188.822746276855,233,94.4113731384277,207930,2303,647117,179.48.248.45,San José,Costa_Rica,1298,103165,27503682,Other
nba.com,656.236171722412,180.088758468628,2509,90.044379234314,11601,4358,646013,179.48.248.45,San José,Costa_Rica,365,6381,1461932,Other
nintendo.com,889.095783233643,181.43630027771,264,90.718150138855,4705,2517,766727,179.48.248.45,San José,Costa_Rica,535,2548,56787,Gaming Websites
akc.org,712.753772735596,178.332090377808,259,89.1660451889038,17283,1990,600784,179.48.248.45,San José,Costa_Rica,0,90092,53796965,Other
fast.com,698.552370071411,178.400993347168,235,89.200496673584,3330,3246,25627,179.48.248.45,San José,Costa_Rica,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
decathlon.com,456.164598464966,178.172826766968,236,89.0864133834839,9349,3890,1197908,179.48.248.45,San José,Costa_Rica,362,29678,26625866,Other
adidas.com,,,,,,,,179.48.248.45,San José,Costa_Rica,,,,Other
stackoverflow.com,690.424680709839,182.815551757813,268,91.4077758789063,2968,2548,175936,179.48.248.45,San José,Costa_Rica,4451,24097,898658,Other
calculator.net,823.569297790527,178.014278411865,268,89.0071392059326,3013,1764,11466,179.48.248.45,San José,Costa_Rica,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
usps.com,,,,,,,,179.48.248.45,San José,Costa_Rica,,,,Other
www2.hm.com,471.081018447876,180.280923843384,268,90.1404619216919,4322,3445,46957,179.48.248.45,San José,Costa_Rica,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
grubhub.com,448.46510887146,179.090738296509,228,89.5453691482544,2573,1266,2701,179.48.248.45,San José,Costa_Rica,178,1195,78105,Other
google.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
facebook.com,108.481645584106,34.4715118408203,142,17.2357559204102,1847,1482,132835,193.160.118.107,Zagreb,Croatia,35,6802,46591395,Social Media Sites
amazon.com,463.772535324097,34.7254276275635,267,17.3627138137817,1807,1221,853686,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,460.51812171936,38.2289886474609,1624,19.1144943237305,4478,2602,695866,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,137.788534164429,34.9907875061035,117,17.4953937530518,2271,665,255296,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
merriam-webster.com,110.894918441772,34.4502925872803,110,17.2251462936401,2424,600,267588,193.160.118.107,Zagreb,Croatia,0,2177,6457554,Educational Websites
pinterest.com,101.520538330078,35.2585315704346,312,17.6292657852173,1572,1567,261046,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,116.119623184204,34.8587036132812,878,17.4293518066406,3262,3125,110602,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
tripadvisor.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
wiktionary.org,132.150411605835,35.19606590271,101,17.598032951355,456,448,61262,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
dictionary.com,146.945476531982,34.6667766571045,48,17.3333883285522,2122,710,206641,193.160.118.107,Zagreb,Croatia,36,756,1871748,Educational Websites
yahoo.com,382.089138031006,34.2614650726318,152,17.1307325363159,2302,2217,44850,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
cambridge.org,146.08907699585,35.6907844543457,148,17.8453922271729,1567,904,286058,193.160.118.107,Zagreb,Croatia,0,201,293293,Educational Websites
britannica.com,452.662229537964,38.4953022003174,251,19.2476511001587,15168,837,152537,193.160.118.107,Zagreb,Croatia,0,4796,11941440,Educational Websites
weather.com,152.576684951782,35.2437496185303,956,17.6218748092651,2598,1680,738600,193.160.118.107,Zagreb,Croatia,39,393,768113,Other
microsoft.com,375.439167022705,54.6078681945801,0,27.30393409729,50,40,3448,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,163.982629776001,39.2906665802002,355,19.6453332901001,5217,542,183357,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
espn.com,109.066486358643,34.8737239837646,562,17.4368619918823,16509,3065,652255,193.160.118.107,Zagreb,Croatia,0,3445,14833052,Other
linkedin.com,198.34303855896,34.9504947662354,406,17.4752473831177,645,644,805,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,119.094848632813,34.9540710449219,119,17.4770355224609,335,335,227,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
espncricinfo.com,773.116827011108,35.1319313049316,96,17.5659656524658,3459,2319,568723,193.160.118.107,Zagreb,Croatia,35,234,62219,Other
craigslist.org,439.570903778076,35.2301597595215,149,17.6150798797607,2369,1302,51573,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,200.858592987061,34.7988605499268,136,17.3994302749634,1581,1151,196187,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,114.794492721558,36.2112522125244,48,18.1056261062622,1880,956,64223,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
mayoclinic.org,555.824518203735,35.8490943908691,245,17.9245471954346,5367,1317,557842,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
cricbuzz.com,711.166381835938,35.1834297180176,84,17.5917148590088,30955,359,146081,193.160.118.107,Zagreb,Croatia,83,3747,11377715,Other
timeanddate.com,299.697160720825,35.0713729858398,91,17.5356864929199,1817,496,65639,193.160.118.107,Zagreb,Croatia,0,459,1056096,Other
webmd.com,452.463626861572,35.3231430053711,83,17.6615715026855,1983,929,416815,193.160.118.107,Zagreb,Croatia,34,194,50481,Health and Medical Websites
thesaurus.com,154.58869934082,34.682035446167,47,17.3410177230835,2698,685,204053,193.160.118.107,Zagreb,Croatia,35,2421,4439176,Other
whatsapp.com,107.368230819702,35.560131072998,455,17.780065536499,2145,1276,279533,193.160.118.107,Zagreb,Croatia,177,1956,4696365,Other
rottentomatoes.com,134.403944015503,34.529447555542,81,17.264723777771,2533,1087,395890,193.160.118.107,Zagreb,Croatia,35,433,375051,Entertainment Websites
bbc.com,99.5748043060303,34.9419116973877,54,17.4709558486938,2591,1734,215882,193.160.118.107,Zagreb,Croatia,34,201,44355,News Websites
bestbuy.com,126.612424850464,35.3860855102539,398,17.693042755127,1113,943,6928,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,95.5801010131836,35.5224609375,695,17.76123046875,2210,1260,187620,193.160.118.107,Zagreb,Croatia,36,382,191643,Health and Medical Websites
netflix.com,243.269920349121,37.5626087188721,654,18.781304359436,3894,2631,358694,193.160.118.107,Zagreb,Croatia,35,4373,23226985,Entertainment Websites
indeed.com,78.7270069122314,34.6996784210205,211,17.3498392105103,3446,1197,219491,193.160.118.107,Zagreb,Croatia,184,5085,8296911,Other
thefreedictionary.com,627.082586288452,36.2775325775146,239,18.1387662887573,3533,1482,1422629,193.160.118.107,Zagreb,Croatia,0,1461,4489821,Educational Websites
xvideos.com,199.404239654541,36.5955829620361,133,18.2977914810181,1517,1036,130383,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,123.248100280762,35.0770950317383,88,17.5385475158691,12627,1821,233126,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
livescore.com,126.303911209106,34.7247123718262,59,17.3623561859131,1502,676,250847,193.160.118.107,Zagreb,Croatia,40,1331,2400270,Other
ebay.com,390.540361404419,60.1973533630371,366,30.0986766815186,2165,1235,313539,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,116.195678710938,34.7604751586914,229,17.3802375793457,12922,976,673897,193.160.118.107,Zagreb,Croatia,69,1244,4071792,Other
ytmp3.cc,920.686960220337,35.0925922393799,399,17.5462961196899,5082,4013,164972,193.160.118.107,Zagreb,Croatia,0,2105,7473630,Other
samsung.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
nih.gov,502.117872238159,35.4924201965332,568,17.7462100982666,2503,1518,81225,193.160.118.107,Zagreb,Croatia,71,2547,6299473,Health and Medical Websites
tiktok.com,105.428457260132,73.3695030212402,1712,36.6847515106201,3179,2662,559806,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
steampowered.com,147.828102111816,34.5373153686523,59,17.2686576843262,1567,1446,524573,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,102.775096893311,35.2661609649658,6390,17.6330804824829,6558,6551,147,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,619.722127914429,34.5821380615234,45,17.2910690307617,857,624,236314,193.160.118.107,Zagreb,Croatia,39,202,52858,Health and Medical Websites
nordstrom.com,108.278512954712,36.0124111175537,232,18.0062055587769,642,642,211310,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
blog.google,125.46443939209,36.8845462799072,227,18.4422731399536,3555,1331,311294,193.160.118.107,Zagreb,Croatia,357,14594,20510259,Other
cnbc.com,380.075216293335,34.3122482299805,152,17.1561241149902,1043,491,2314847,193.160.118.107,Zagreb,Croatia,0,280,353159,News Websites
indiatimes.com,108.579874038696,37.2400283813477,46,18.6200141906738,14562,415,817208,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
roblox.com,339.761018753052,35.1817607879639,409,17.5908803939819,2193,1591,95598,193.160.118.107,Zagreb,Croatia,65,342,187846,Gaming Websites
flashscore.com,125.63967704773,34.7874164581299,67,17.3937082290649,1094,859,298162,193.160.118.107,Zagreb,Croatia,0,293,292506,Other
thepiratebay.org,79.7059535980225,34.3713760375977,911,17.1856880187988,2007,1984,4894,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
adobe.com,108.765602111816,35.5329513549805,60,17.7664756774902,1948,876,318076,193.160.118.107,Zagreb,Croatia,34,274,189462,Other
speedtest.net,150.554895401001,35.3639125823975,170,17.6819562911987,2038,689,153384,193.160.118.107,Zagreb,Croatia,0,536,1510139,Other
ssyoutube.com,74.5561122894287,36.0996723175049,117,18.0498361587524,1385,749,30024,193.160.118.107,Zagreb,Croatia,107,1765,4641151,Other
unsplash.com,160.963535308838,34.7657203674316,64,17.3828601837158,3152,987,378384,193.160.118.107,Zagreb,Croatia,36,1362,4364374,Other
lowes.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
vocabulary.com,80.0371170043945,34.2986583709717,483,17.1493291854858,2163,1670,44538,193.160.118.107,Zagreb,Croatia,0,343,1494726,Other
mcdonalds.com,299.875736236572,34.6024036407471,61,17.3012018203735,1904,1269,265424,193.160.118.107,Zagreb,Croatia,34,996,3476050,Other
deepl.com,203.149318695068,34.2080593109131,160,17.1040296554565,1506,1176,227942,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
playstation.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
bloomberg.com,293.857336044312,35.6323719024658,59,17.8161859512329,1099,533,14423,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
forbes.com,137.502908706665,35.1691246032715,59,17.5845623016357,1402,753,597350,193.160.118.107,Zagreb,Croatia,69,358,61995,Financial Websites
booking.com,94.6338176727295,36.1096858978271,376,18.0548429489136,1434,1276,561045,193.160.118.107,Zagreb,Croatia,0,285,305220,Other
xhamster.com,74.8002529144287,34.8079204559326,422,17.4039602279663,3346,1695,333913,193.160.118.107,Zagreb,Croatia,0,572,1510139,Other
xe.com,94.820499420166,34.0492725372314,59,17.0246362686157,1461,1008,458091,193.160.118.107,Zagreb,Croatia,72,990,1895334,Other
friv.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
coinmarketcap.com,94.0873622894287,34.8505973815918,58,17.4252986907959,1431,964,274607,193.160.118.107,Zagreb,Croatia,73,647,1398458,Financial Websites
spanishdict.com,285.664081573486,34.8379611968994,503,17.4189805984497,2215,1037,218748,193.160.118.107,Zagreb,Croatia,35,2195,3029498,Other
goodhousekeeping.com,96.5824127197266,34.8420143127441,54,17.4210071563721,1120,549,421090,193.160.118.107,Zagreb,Croatia,90,910,1589929,Other
dominos.com,94.710111618042,35.7880592346191,259,17.8940296173096,12113,443,45232,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
twitch.tv,90.0495052337647,34.597635269165,0,17.2988176345825,2647,964,210630,193.160.118.107,Zagreb,Croatia,34,171,34498,Entertainment Websites
pexels.com,74.8822689056397,35.102367401123,61,17.5511837005615,1802,684,260664,193.160.118.107,Zagreb,Croatia,105,2025,5322170,Other
poki.com,73.0655193328857,34.3301296234131,87,17.1650648117065,1197,400,276347,193.160.118.107,Zagreb,Croatia,36,354,159140,Gaming Websites
caranddriver.com,97.4340438842773,37.6131534576416,50,18.8065767288208,1104,659,457807,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
github.com,115.975856781006,34.6379280090332,63,17.3189640045166,1004,865,234633,193.160.118.107,Zagreb,Croatia,35,208,70279,Other
hotels.com,137.531995773315,35.2606773376465,388,17.6303386688232,12284,2171,930521,193.160.118.107,Zagreb,Croatia,38,178,27693,Other
globo.com,614.107370376587,38.3927822113037,374,19.1963911056519,27999,4727,1036110,193.160.118.107,Zagreb,Croatia,34,2742,10584854,Other
theguardian.com,103.471755981445,40.7664775848389,48,20.3832387924194,11291,446,1248828,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
usnews.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,News Websites
wellsfargo.com,140.729665756226,36.0426902770996,45,18.0213451385498,2533,1907,131991,193.160.118.107,Zagreb,Croatia,0,658,2369161,Other
expedia.com,132.86018371582,35.1300239562988,564,17.5650119781494,21077,1798,1377238,193.160.118.107,Zagreb,Croatia,48,7001,11503639,Other
realtor.com,699.660539627075,60.460090637207,345,30.2300453186035,25162,937,953493,193.160.118.107,Zagreb,Croatia,36,64107,58102022,Other
crazygames.com,76.9600868225098,34.6488952636719,51,17.3244476318359,2013,651,596857,193.160.118.107,Zagreb,Croatia,35,8752,8845315,Gaming Websites
digitaltrends.com,94.125509262085,36.9527339935303,44,18.4763669967651,13663,724,646489,193.160.118.107,Zagreb,Croatia,38,3343,7395626,Other
nba.com,445.017337799072,34.7425937652588,654,17.3712968826294,6840,1428,503968,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
nintendo.com,661.885023117065,35.5877876281738,48,17.7938938140869,1501,972,767294,193.160.118.107,Zagreb,Croatia,38,508,417540,Gaming Websites
akc.org,159.722089767456,35.2983474731445,51,17.6491737365723,16234,454,601204,193.160.118.107,Zagreb,Croatia,106,28621,48684340,Other
fast.com,147.10259437561,34.1179370880127,54,17.0589685440063,2916,1322,25627,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
decathlon.com,119.090795516968,34.3079566955566,56,17.1539783477783,29132,1156,1198105,193.160.118.107,Zagreb,Croatia,35,6533,14395210,Other
adidas.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
stackoverflow.com,149.437427520752,34.3446731567383,149,17.1723365783691,1003,803,175990,193.160.118.107,Zagreb,Croatia,140,1039,1655987,Other
calculator.net,424.592733383179,40.3831005096436,147,20.1915502548218,981,719,11466,193.160.118.107,Zagreb,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
usps.com,,,,,,,,193.160.118.107,Zagreb,Croatia,,,,Other
www2.hm.com,96.0593223571777,34.7733497619629,115,17.3866748809814,2074,1000,1516599,193.160.118.107,Zagreb,Croatia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
grubhub.com,104.716539382935,34.9278450012207,46,17.4639225006104,903,281,2701,193.160.118.107,Zagreb,Croatia,34,216,78105,Other
google.com,271.690130233765,74.5484828948975,213,37.2742414474487,3177,1242,196207,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
facebook.com,256.373405456543,73.8067626953125,271,36.9033813476562,2973,2103,132835,193.19.204.134,Nicosia,Cyprus,70,2763,11845354,Social Media Sites
amazon.com,613.361358642578,71.0225105285645,232,35.5112552642822,2867,1414,7027,193.19.204.134,Nicosia,Cyprus,69,575,158204,E-commerce Platforms
imdb.com,605.466365814209,70.0080394744873,1224,35.0040197372437,4824,2932,697490,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,224.390029907227,70.9400177001953,177,35.4700088500977,3058,1029,255191,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
merriam-webster.com,261.681318283081,70.263147354126,150,35.131573677063,5425,926,260859,193.19.204.134,Nicosia,Cyprus,69,3090,5166953,Educational Websites
pinterest.com,259.626865386963,70.3635215759277,335,35.1817607879639,1643,1638,261136,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,300.54783821106,70.1406002044678,1015,35.0703001022339,4532,4334,111697,193.19.204.134,Nicosia,Cyprus,0,483,305220,Other
tripadvisor.com,,,,,,,,193.19.204.134,Nicosia,Cyprus,,,,Other
wiktionary.org,217.933177947998,73.225736618042,187,36.612868309021,742,734,61262,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
dictionary.com,391.936302185059,70.6613063812256,133,35.3306531906128,3190,1478,206716,193.19.204.134,Nicosia,Cyprus,272,2549,2878577,Educational Websites
yahoo.com,540.440559387207,70.8243846893311,167,35.4121923446655,3372,3178,44444,193.19.204.134,Nicosia,Cyprus,69,596,197580,Other
cambridge.org,229.073286056519,71.0854530334473,232,35.5427265167236,3191,1872,286060,193.19.204.134,Nicosia,Cyprus,0,780,586586,Educational Websites
britannica.com,603.467464447022,70.5807209014893,316,35.2903604507446,7229,1322,153640,193.19.204.134,Nicosia,Cyprus,69,6872,9545282,Educational Websites
weather.com,240.851640701294,90.1737213134766,6403,45.0868606567383,11170,7375,928692,193.19.204.134,Nicosia,Cyprus,137,1486,1058410,Other
microsoft.com,2445.60623168945,70.2955722808838,0,35.1477861404419,38,33,3448,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,239.296197891235,71.012020111084,149,35.506010055542,3977,351,183515,193.19.204.134,Nicosia,Cyprus,282,4260,7556157,E-commerce Platforms
espn.com,260.358810424805,69.8924064636231,344,34.9462032318115,8606,3584,1727150,193.19.204.134,Nicosia,Cyprus,0,2451,7310249,Other
linkedin.com,352.035999298096,70.5616474151611,234,35.2808237075806,682,682,805,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,220.09801864624,70.1529979705811,136,35.0764989852905,592,592,226,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
espncricinfo.com,1175.93955993652,70.7516670227051,120,35.3758335113525,3896,2939,568725,193.19.204.134,Nicosia,Cyprus,144,1547,1436528,Other
craigslist.org,611.078262329102,70.833683013916,200,35.416841506958,3080,1743,52245,193.19.204.134,Nicosia,Cyprus,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
xnxx.com,418.737649917603,82.6883316040039,212,41.344165802002,3581,1964,203877,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,288.467407226562,70.2016353607178,126,35.1008176803589,4208,1748,78583,193.19.204.134,Nicosia,Cyprus,0,731,1510139,Other
mayoclinic.org,682.88779258728,70.2540874481201,331,35.1270437240601,5867,1865,557844,193.19.204.134,Nicosia,Cyprus,157,3421,9805614,Health and Medical Websites
cricbuzz.com,470.412015914917,70.1024532318115,139,35.0512266159058,16502,497,146469,193.19.204.134,Nicosia,Cyprus,635,14934,25463789,Other
timeanddate.com,410.954475402832,70.7879066467285,148,35.3939533233643,2000,966,65607,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
webmd.com,613.747358322144,70.3961849212647,333,35.1980924606323,2573,1443,292153,193.19.204.134,Nicosia,Cyprus,350,2432,409682,Health and Medical Websites
thesaurus.com,395.625352859497,70.0719356536865,127,35.0359678268433,3003,1396,204043,193.19.204.134,Nicosia,Cyprus,216,2899,4388716,Other
whatsapp.com,260.671377182007,69.8227882385254,601,34.9113941192627,2973,1930,279531,193.19.204.134,Nicosia,Cyprus,139,1783,3129139,Other
rottentomatoes.com,456.74991607666,69.746732711792,142,34.873366355896,4835,1584,530551,193.19.204.134,Nicosia,Cyprus,0,526,305220,Entertainment Websites
bbc.com,284.228801727295,68.8483715057373,133,34.4241857528687,3997,2599,216355,193.19.204.134,Nicosia,Cyprus,75,430,44355,News Websites
bestbuy.com,264.171361923218,69.7345733642578,346,34.8672866821289,1343,1112,6928,193.19.204.134,Nicosia,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,295.458316802979,70.6610679626465,443,35.3305339813232,11535,1542,358692,193.19.204.134,Nicosia,Cyprus,449,13676,16245871,Health and Medical Websites
netflix.com,552.975177764893,72.7024078369141,721,36.351203918457,5030,3814,482238,193.19.204.134,Nicosia,Cyprus,86,1288,4588381,Entertainment Websites
